"Mun","./backup/201406.zip","novo/201406.zip","Diff","Percent"
"CLEVELANDIA - PR",1311833.54,1306084.55,-5748.99,-0.44
"ALEGRETE - RS",3651202.15,3475617.12,-175585.03,-4.81
"SAO FRANCISCO - MG",2536357.66,2525357.66,-11000.00,-0.43
"SOROCABA - SP",15117590.19,14893778.47,-223811.72,-1.48
"VILA BELA DA SANTISSIMA TRINDADE - MT",1225390.21,1221820.21,-3570.00,-0.29
"NOVO GAMA - GO",3705923.10,3684423.10,-21500.00,-0.58
"FEIRA DE SANTANA - BA",21821165.72,21821165.72,0.00,0.00
"CORDEIROS - BA",810778.44,810778.44,-0.00,-0.00
"FUNILANDIA - MG",808447.82,798447.82,-10000.00,-1.24
"GOIANESIA - GO",2895792.79,2885292.79,-10500.00,-0.36
"RAUL SOARES - MG",1366736.79,1361220.65,-5516.14,-0.40
"ITABORAI - RJ",11677838.09,11665338.09,-12500.00,-0.11
"SAO ROBERTO - MA",791131.18,788491.18,-2640.00,-0.33
"BARBACENA - MG",8266684.77,8235684.77,-31000.00,-0.37
"IJUI - RS",4431335.83,3589920.10,-841415.73,-18.99
"CEARA-MIRIM - RN",4190410.09,4179410.09,-11000.00,-0.26
"BEBEDOURO - SP",3208295.08,3208295.08,-0.00,-0.00
"CACERES - MT",2978575.39,2974708.16,-3867.23,-0.13
"PRACUUBA - AP",422339.59,402339.59,-20000.00,-4.74
"MAUA - SP",14935297.89,14828512.55,-106785.34,-0.71
"JOAO CAMARA - RN",2380148.85,2369148.85,-11000.00,-0.46
"CARUARU - PE",14429103.77,14224355.68,-204748.09,-1.42
"IPIAU - BA",2948490.30,2948490.30,0.00,0.00
"NOSSA SENHORA DO SOCORRO - SE",9892865.17,9862365.17,-30500.00,-0.31
"MONTES CLAROS - MG",25239163.22,24136163.22,-1103000.00,-4.37
"LIMA DUARTE - MG",985339.90,969221.35,-16118.55,-1.64
"ARACUAI - MG",1685484.98,1624449.69,-61035.29,-3.62
"ILHEUS - BA",10706751.37,10642900.75,-63850.62,-0.60
"IMPERATRIZ - MA",19789384.98,19776884.98,-12500.00,-0.06
"ANDRADAS - MG",1784661.41,1751160.81,-33500.60,-1.88
"BOA VISTA - RR",46722772.04,32940751.41,-13782020.63,-29.50
"CANHOTINHO - PE",2042161.12,2037371.12,-4790.00,-0.23
"BELFORD ROXO - RJ",12854677.42,12726888.00,-127789.42,-0.99
"JUSSARA - GO",1188474.38,1164284.38,-24190.00,-2.04
"ANGRA DOS REIS - RJ",17002471.46,17002471.46,0.00,0.00
"UNIAO DOS PALMARES - AL",6082560.14,6071560.14,-11000.00,-0.18
"CAMPANHA - MG",921886.57,911871.87,-10014.70,-1.09
"CARAI - MG",1395928.10,1384928.10,-11000.00,-0.79
"CHOPINZINHO - PR",2158321.45,2147226.15,-11095.30,-0.51
"UBERABA - MG",16584286.63,16502286.63,-82000.00,-0.49
"BAGE - RS",4422198.59,4132541.10,-289657.49,-6.55
"MORRO DO PILAR - MG",463691.63,453691.63,-10000.00,-2.16
"ITAPETIM - PE",1370071.07,1370071.07,-0.00,-0.00
"MONTE ALTO - SP",2504205.12,2504205.12,0.00,0.00
"SAO JERONIMO - RS",1374853.69,1348889.05,-25964.64,-1.89
"PIRENOPOLIS - GO",1316984.25,1286484.25,-30500.00,-2.32
"SERROLANDIA - BA",1639391.80,1639391.80,0.00,0.00
"VILA VELHA - ES",10392977.18,10146037.18,-246940.00,-2.38
"BARIRI - SP",1687318.54,1676818.54,-10500.00,-0.62
"CAMPO ALEGRE DE GOIAS - GO",682249.59,671749.59,-10500.00,-1.54
"BOM JESUS DO ITABAPOANA - RJ",3244545.37,3139972.18,-104573.19,-3.22
"JACINTO - MG",971327.51,965417.40,-5910.11,-0.61
"PEDRO LEOPOLDO - MG",3314308.71,3294308.71,-20000.00,-0.60
"TANGUA - RJ",2760658.56,2728835.58,-31822.98,-1.15
"SANTO ANTONIO DA PATRULHA - RS",2041803.26,2022149.54,-19653.72,-0.96
"IPANEMA - MG",1253569.09,1246236.83,-7332.26,-0.58
"LONTRAS - SC",862315.57,862315.57,-0.00,-0.00
"CONCEICAO DO ARAGUAIA - PA",6763319.39,6748319.39,-15000.00,-0.22
"JACUTINGA - MG",1409957.41,1401858.78,-8098.63,-0.57
"TAQUARITINGA - SP",3306661.58,3306661.58,-0.00,-0.00
"ABRE CAMPO - MG",935238.49,923456.69,-11781.80,-1.26
"ITALVA - RJ",1520399.63,1477883.86,-42515.77,-2.80
"ARCOS - MG",2205075.20,2186423.04,-18652.16,-0.85
"PIUMHI - MG",1801943.54,1781002.05,-20941.49,-1.16
"PORTO VELHO - RO",44741110.15,22413502.96,-22327607.19,-49.90
"CAPAO BONITO - SP",2433469.86,2422469.86,-11000.00,-0.45
"GOIAS - GO",2095715.93,2075715.93,-20000.00,-0.95
"CUNHA PORA - SC",969996.81,966273.22,-3723.59,-0.38
"LUZIANIA - GO",10543243.46,10532243.46,-11000.00,-0.10
"TAIOBEIRAS - MG",2123007.64,2113007.64,-10000.00,-0.47
"JANAUBA - MG",5142089.29,5005901.75,-136187.54,-2.65
"GENERAL SALGADO - SP",613532.90,609330.04,-4202.86,-0.69
"SAO GABRIEL DA PALHA - ES",2885194.97,2885194.97,-0.00,-0.00
"ITAMBE - BA",1801994.48,1788723.58,-13270.90,-0.74
"BURITI ALEGRE - GO",710939.25,700439.25,-10500.00,-1.48
"BRASILANDIA DE MINAS - MG",1206319.35,1195819.35,-10500.00,-0.87
"FLORANIA - RN",915541.70,905541.70,-10000.00,-1.09
"FLORIANOPOLIS - SC",78344864.82,17724640.70,-60620224.12,-77.38
"TRES PASSOS - RS",1868503.69,1802388.09,-66115.60,-3.54
"CARLOS CHAGAS - MG",1217459.09,1204882.43,-12576.66,-1.03
"TRES CORACOES - MG",2818989.18,2787989.18,-31000.00,-1.10
"SAO BENTO DO SUL - SC",3563929.64,3553429.64,-10500.00,-0.29
"PONTA GROSSA - PR",8023791.90,7573435.21,-450356.69,-5.61
"COLARES - PA",966221.13,960611.13,-5610.00,-0.58
"COMERCINHO - MG",582606.76,572106.76,-10500.00,-1.80
"LIMOEIRO - PE",3865835.50,3831476.64,-34358.86,-0.89
"PINDORETAMA - CE",1751302.70,1751302.70,-0.00,-0.00
"ILICINEA - MG",842712.49,840810.22,-1902.27,-0.23
"CARAGUATATUBA - SP",13577952.08,13577952.08,-0.00,-0.00
"SEVERIANO DE ALMEIDA - RS",745714.53,744743.04,-971.49,-0.13
"SAO BERNARDO DO CAMPO - SP",34452963.34,34444553.34,-8410.00,-0.02
"ITAQUIRAI - MS",2270369.13,2264719.51,-5649.62,-0.25
"LAGUNA - SC",2530166.12,2509166.12,-21000.00,-0.83
"TUPANCIRETA - RS",1126755.88,1116932.77,-9823.11,-0.87
"SANTANA DO LIVRAMENTO - RS",3213740.71,3175943.41,-37797.30,-1.18
"ARACAJU - SE",72386009.05,43350193.44,-29035815.61,-40.11
"AUGUSTO CORREA - PA",4111859.21,4083919.29,-27939.92,-0.68
"IBIPORA - PR",2747351.17,2747351.17,0.00,0.00
"GUAPO - GO",1047213.24,1036713.24,-10500.00,-1.00
"BARRA MANSA - RJ",11283312.98,11270812.98,-12500.00,-0.11
"QUEIMADAS - BA",1997393.98,1980796.51,-16597.47,-0.83
"MIRABELA - MG",850772.20,840772.20,-10000.00,-1.18
"APARECIDA DE GOIANIA - GO",16473474.47,16399474.47,-74000.00,-0.45
"IGUATAMA - MG",617696.65,607196.65,-10500.00,-1.70
"ANAPOLIS - GO",15924947.87,15733447.87,-191500.00,-1.20
"PIMENTA BUENO - RO",3097075.90,3086075.90,-11000.00,-0.36
"ABREU E LIMA - PE",5376533.88,5376533.88,0.00,0.00
"IGREJINHA - RS",1617596.76,1599574.35,-18022.41,-1.11
"ANDRADINA - SP",2436973.76,2372662.28,-64311.48,-2.64
"GUARACIABA - MG",814175.28,810573.50,-3601.78,-0.44
"IBIRAPUA - BA",785783.59,785783.59,0.00,0.00
"SANTANA DO IPANEMA - AL",5943088.75,5928088.75,-15000.00,-0.25
"CURVELO - MG",4092829.43,4092829.43,0.00,0.00
"PROPRIA - SE",2891889.40,2881889.40,-10000.00,-0.35
"ARAPOEMA - TO",863784.66,853284.66,-10500.00,-1.22
"LINHARES - ES",17640178.20,17615568.20,-24610.00,-0.14
"MARIANA - MG",15846410.10,15825910.10,-20500.00,-0.13
"CABO FRIO - RJ",26553768.11,26348705.68,-205062.43,-0.77
"PIRATINI - RS",1000414.17,978249.59,-22164.58,-2.22
"GUARAI - TO",1948427.12,1938427.12,-10000.00,-0.51
"JUIZ DE FORA - MG",30545196.59,30534696.59,-10500.00,-0.03
"BARRETOS - SP",6635603.42,6614603.42,-21000.00,-0.32
"NONOAI - RS",1237426.94,1213363.05,-24063.89,-1.94
"RIBEIRAO DAS NEVES - MG",11647106.73,11625606.73,-21500.00,-0.18
"ARAGUATINS - TO",2989945.44,2969445.44,-20500.00,-0.69
"SACRAMENTO - MG",2432787.40,2422787.40,-10000.00,-0.41
"BARRA VELHA - SC",1295309.17,1295309.17,0.00,0.00
"PASSA SETE - RS",522446.43,514146.43,-8300.00,-1.59
"CARATINGA - MG",4717877.02,4697877.02,-20000.00,-0.42
"SAO JOSE DO BELMONTE - PE",2157664.24,2145186.22,-12478.02,-0.58
"DUAS BARRAS - RJ",2015376.21,2005376.21,-10000.00,-0.50
"PORCIUNCULA - RJ",2006193.25,1994537.48,-11655.77,-0.58
"SERRA - ES",14725202.00,14607652.00,-117550.00,-0.80
"ITAPISSUMA - PE",1894461.87,1894461.87,0.00,0.00
"MURIAE - MG",4526941.47,4362461.91,-164479.56,-3.63
"CEU AZUL - PR",856421.13,856421.13,-0.00,-0.00
"PEIXE - TO",952514.37,942514.37,-10000.00,-1.05
"SANTO ANGELO - RS",2920871.02,2782559.47,-138311.55,-4.74
"MINAS NOVAS - MG",1705901.92,1701741.13,-4160.79,-0.24
"SAO JOSE DO RIO PARDO - SP",2798974.87,2764554.87,-34420.00,-1.23
"FRANCA - SP",10321160.01,9282375.12,-1038784.89,-10.06
"JEQUIE - BA",10647534.56,10318286.27,-329248.29,-3.09
"CAMBORIU - SC",2953051.36,2920027.62,-33023.74,-1.12
"SANTO AMARO DA IMPERATRIZ - SC",1167399.15,1156899.15,-10500.00,-0.90
"ESPERA FELIZ - MG",1407736.19,1398552.04,-9184.15,-0.65
"COLATINA - ES",7319015.73,7276999.73,-42016.00,-0.57
"DIVINO - MG",1826153.63,1818714.14,-7439.49,-0.41
"ABAETETUBA - PA",9973891.55,9973891.55,0.00,0.00
"CONSELHEIRO LAFAIETE - MG",5499553.32,5489053.32,-10500.00,-0.19
"LUTECIA - SP",515357.98,475057.98,-40300.00,-7.82
"REBOUCAS - PR",1171916.93,1165125.95,-6790.98,-0.58
"VIDEIRA - SC",2074641.52,2054141.52,-20500.00,-0.99
"SAO JOAO NEPOMUCENO - MG",1331237.02,1310966.12,-20270.90,-1.52
"ACEGUA - RS",748636.23,746297.59,-2338.64,-0.31
"MOGEIRO - PB",1434069.61,1434069.61,0.00,0.00
"BUENO BRANDAO - MG",659823.54,652182.99,-7640.55,-1.16
"LASSANCE - MG",610358.64,600358.64,-10000.00,-1.64
"VISCONDE DO RIO BRANCO - MG",1786323.59,1776213.24,-10110.35,-0.57
"VALENCA - BA",5456141.78,5344437.58,-111704.20,-2.05
"GUAIBA - RS",2847966.02,2802665.91,-45300.11,-1.59
"TORRES - RS",2073899.56,2040444.12,-33455.44,-1.61
"RIO CASCA - MG",966610.81,962937.15,-3673.66,-0.38
"CURITIBA - PR",201931742.56,102289382.39,-99642360.17,-49.34
"MAJOR GERCINO - SC",411577.75,411577.75,0.00,0.00
"MEDIANEIRA - PR",2223649.08,2213860.64,-9788.44,-0.44
"RIO VERDE - GO",9464092.41,9453592.41,-10500.00,-0.11
"CLEMENTINA - SP",495532.73,495532.73,0.00,0.00
"JOAO PINHEIRO - MG",2967319.79,2957319.79,-10000.00,-0.34
"SANTANA - AP",4288121.83,4225621.83,-62500.00,-1.46
"LAVRAS - MG",5749789.07,5739289.07,-10500.00,-0.18
"SANTA ISABEL - SP",2910081.48,2910081.48,-0.00,-0.00
"VERANOPOLIS - RS",1785656.67,1785656.67,-0.00,-0.00
"MARIBONDO - AL",1260409.27,1249909.27,-10500.00,-0.83
"ARACATUBA - SP",8120852.54,7299527.43,-821325.11,-10.11
"SAQUAREMA - RJ",3572568.77,3567023.81,-5544.96,-0.16
"CRATO - CE",9091119.88,8794119.88,-297000.00,-3.27
"BURI - SP",1102243.42,1091743.42,-10500.00,-0.95
"COREAU - CE",2062328.30,2052328.30,-10000.00,-0.48
"XIQUE-XIQUE - BA",3632918.14,3625275.74,-7642.40,-0.21
"CAICO - RN",3665773.63,3644273.63,-21500.00,-0.59
"GOIANORTE - TO",465914.43,455914.43,-10000.00,-2.15
"HEITORAI - GO",462878.70,462878.70,-0.00,-0.00
"SANTA BARBARA D'OESTE - SP",8210849.28,8177849.28,-33000.00,-0.40
"PINDAMONHANGABA - SP",7429722.56,7429722.56,0.00,0.00
"CARANGOLA - MG",1853828.21,1658326.90,-195501.31,-10.55
"ARAGOIANIA - GO",702695.93,692195.93,-10500.00,-1.49
"CACHOEIRINHA - RS",3903820.68,3877996.86,-25823.82,-0.66
"BURITIS - RO",2819366.23,2808366.23,-11000.00,-0.39
"SAO LOURENCO - MG",2311229.84,2073857.63,-237372.21,-10.27
"BORDA DA MATA - MG",1196011.23,1184158.61,-11852.62,-0.99
"NOVA GRANADA - SP",1000264.40,970743.08,-29521.32,-2.95
"ARCOVERDE - PE",3887753.82,3794510.20,-93243.62,-2.40
"DIVINESIA - MG",501537.65,491537.65,-10000.00,-1.99
"ARAPONGAS - PR",4193464.46,4138237.42,-55227.04,-1.32
"MEDINA - MG",1604863.91,1583009.26,-21854.65,-1.36
"RANCHARIA - SP",1622076.88,1604073.78,-18003.10,-1.11
"JOINVILLE - SC",18700068.53,18616488.53,-83580.00,-0.45
"NOVA VENEZA - SC",872986.63,862986.63,-10000.00,-1.15
"TERESINA - PI",125162746.84,69846690.92,-55316055.92,-44.20
"OLIVEIRA - MG",2249437.56,2221756.63,-27680.93,-1.23
"PORTAO - RS",1883240.18,1856036.83,-27203.35,-1.44
"CAMPO GRANDE - MS",78803879.97,53338233.90,-25465646.07,-32.32
"MIRACEMA DO TOCANTINS - TO",1531608.00,1500608.00,-31000.00,-2.02
"BIAS FORTES - MG",474727.75,464727.75,-10000.00,-2.11
"CANDEIAS - MG",1415093.65,1405093.65,-10000.00,-0.71
"ARAGUACU - TO",733947.61,723947.61,-10000.00,-1.36
"BICAS - MG",1005515.17,1000746.04,-4769.13,-0.47
"NEPOMUCENO - MG",1666005.71,1662276.53,-3729.18,-0.22
"GOVERNADOR MANGABEIRA - BA",1798768.89,1798768.89,0.00,0.00
"SAO CRISTOVAO - SE",3827762.44,3766320.60,-61441.84,-1.61
"SERRA AZUL - SP",715526.92,683106.92,-32420.00,-4.53
"SILVIANOPOLIS - MG",498592.62,493187.62,-5405.00,-1.08
"CAMANDUCAIA - MG",1301124.76,1277865.05,-23259.71,-1.79
"TATUI - SP",4081124.44,4037524.44,-43600.00,-1.07
"BROTAS - SP",1187490.97,1176490.97,-11000.00,-0.93
"ARAPUA - MG",478518.64,478518.64,-0.00,-0.00
"TOLEDO - PR",4413100.00,4194427.01,-218672.99,-4.96
"OSASCO - SP",12484008.78,12377216.26,-106792.52,-0.86
"MUNDO NOVO - MS",1420400.14,1416399.46,-4000.68,-0.28
"ANTONIO DIAS - MG",679320.26,669320.26,-10000.00,-1.47
"JANUARIA - MG",2897634.59,2887134.59,-10500.00,-0.36
"EMBU - SP",7248016.74,7206816.74,-41200.00,-0.57
"TAUBATE - SP",7168576.49,7148164.65,-20411.84,-0.28
"PETROLANDIA - PE",2448471.50,2448135.36,-336.14,-0.01
"COTIA - SP",5346901.36,5336901.36,-10000.00,-0.19
"PIRIPIRI - PI",4666157.01,4656157.01,-10000.00,-0.21
"SOBRADINHO - RS",823366.03,810296.98,-13069.05,-1.59
"POPULINA - SP",566447.14,561637.10,-4810.04,-0.85
"JAIBA - MG",1698588.91,1678588.91,-20000.00,-1.18
"INDAIAL - SC",2827652.20,2770881.25,-56770.95,-2.01
"CAMPO DO BRITO - SE",1494319.50,1486019.50,-8300.00,-0.56
"MACAPA - AP",38376690.69,28337957.63,-10038733.06,-26.16
"PALMARES - PE",4081999.38,4014879.89,-67119.49,-1.64
"ALFENAS - MG",6751477.87,6751477.87,0.00,0.00
"TREZE TILIAS - SC",605705.54,604945.54,-760.00,-0.13
"FLORES DE GOIAS - GO",996613.89,976613.89,-20000.00,-2.01
"MARINGA - PR",26038884.11,25918884.11,-120000.00,-0.46
"PALMEIRAS DE GOIAS - GO",1376432.53,1376432.53,0.00,0.00
"SANTO ANDRE - SP",15432878.41,15373522.62,-59355.79,-0.38
"ENCRUZILHADA DO SUL - RS",1994545.12,1976993.42,-17551.70,-0.88
"CAJAMAR - SP",3312665.75,3301665.75,-11000.00,-0.33
"CURRAIS - PI",657646.05,657646.05,-0.00,-0.00
"ICARAI DE MINAS - MG",709829.03,699329.03,-10500.00,-1.48
"MORENO - PE",3476064.24,3476064.24,-0.00,-0.00
"UBAPORANGA - MG",777745.18,777745.18,0.00,0.00
"TIMBIRAS - MA",2121736.88,2109236.88,-12500.00,-0.59
"ESTRELA DO NORTE - GO",654983.95,644983.95,-10000.00,-1.53
"EUGENOPOLIS - MG",795148.82,791363.35,-3785.47,-0.48
"SAO SEBASTIAO - SP",14173966.92,14169682.13,-4284.79,-0.03
"PARAISO DO TOCANTINS - TO",2415093.05,2405093.05,-10000.00,-0.41
"ITAPECERICA - MG",1024221.37,1015921.37,-8300.00,-0.81
"GOVERNADOR VALADARES - MG",16094469.85,16083469.85,-11000.00,-0.07
"DOM SILVERIO - MG",531075.38,531075.38,0.00,0.00
"CARMOPOLIS DE MINAS - MG",1333415.28,1329545.74,-3869.54,-0.29
"ICARA - SC",2632832.46,2618840.20,-13992.26,-0.53
"TAQUARA - RS",2034021.26,2019735.64,-14285.62,-0.70
"PETROLINA - PE",13713652.70,13673830.04,-39822.66,-0.29
"CARACOL - MS",730494.29,730494.29,0.00,0.00
"ALVORADA DE MINAS - MG",473670.89,463170.89,-10500.00,-2.22
"LAGOA DOS PATOS - MG",727887.87,717887.87,-10000.00,-1.37
"LAGOA DA PRATA - MG",1938478.75,1924295.23,-14183.52,-0.73
"APUCARANA - PR",8296466.69,8296466.69,-0.00,-0.00
"RODEIO BONITO - RS",590275.84,581975.84,-8300.00,-1.41
"CAMPESTRE - MG",1081565.71,1071565.71,-10000.00,-0.92
"SALVADOR DO SUL - RS",836958.52,835760.15,-1198.37,-0.14
"ITABERAI - GO",1856494.76,1845994.76,-10500.00,-0.57
"MARECHAL FLORIANO - ES",1164475.14,1146045.14,-18430.00,-1.58
"VICOSA - MG",5714265.38,5693765.38,-20500.00,-0.36
"NAZARE - BA",1950493.74,1881366.99,-69126.75,-3.54
"JEQUITINHONHA - MG",1482567.31,1456646.57,-25920.74,-1.75
"JAU - SP",7729530.16,6202665.10,-1526865.06,-19.75
"ARARUAMA - RJ",5511906.99,5504174.71,-7732.28,-0.14
"LARANJAL DO JARI - AP",3802075.44,3780075.44,-22000.00,-0.58
"VIADUTOS - RS",436707.60,435194.45,-1513.15,-0.35
"RIO PRETO - MG",546653.39,540593.24,-6060.15,-1.11
"URUANA - GO",982147.70,972147.70,-10000.00,-1.02
"MANTENA - MG",1715951.24,1694631.69,-21319.55,-1.24
"CAXAMBU - MG",1295767.78,1285267.78,-10500.00,-0.81
"ARROIO GRANDE - RS",916397.19,912803.02,-3594.17,-0.39
"POUSO ALEGRE - MG",5724243.17,4686138.23,-1038104.94,-18.14
"MIRAI - MG",1090092.21,1087227.52,-2864.69,-0.26
"CAPAO DA CANOA - RS",2012117.45,1947310.88,-64806.57,-3.22
"SANTA EFIGENIA DE MINAS - MG",483336.93,483336.93,-0.00,-0.00
"ALMENARA - MG",2068670.37,2010889.04,-57781.33,-2.79
"RECIFE - PE",193923837.36,100545173.82,-93378663.54,-48.15
"AGUIA BRANCA - ES",815293.85,815293.85,0.00,0.00
"CAMAPUA - MS",1358250.27,1358250.27,-0.00,-0.00
"MORRO DA FUMACA - SC",1550331.56,1549141.56,-1190.00,-0.08
