"Mun","./backup/201805.zip","novo/201805.zip","Diff","Percent"
"DONA INES - PB",2019408.58,2013388.58,-6020.00,-0.30
"VESPASIANO - MG",7811595.35,7725825.35,-85770.00,-1.10
"SENADOR JOSE BENTO - MG",791468.31,790188.31,-1280.00,-0.16
"ITAPEMIRIM - ES",36808310.53,36801610.53,-6700.00,-0.02
"TURURU - CE",2797597.59,2790247.59,-7350.00,-0.26
"ANDORINHA - BA",2742283.30,2733843.30,-8440.00,-0.31
"SANTANA DE PARNAIBA - SP",8212860.12,8208590.12,-4270.00,-0.05
"CHOROZINHO - CE",3499455.70,3490435.70,-9020.00,-0.26
"COXILHA - RS",667674.69,665444.69,-2230.00,-0.33
"LAGOA DE DENTRO - PB",1767284.97,1759184.97,-8100.00,-0.46
"NOVO CRUZEIRO - MG",2716707.92,2658204.33,-58503.59,-2.15
"OUREM - PA",2744343.34,2731973.34,-12370.00,-0.45
"COQUEIRO BAIXO - RS",686360.00,685370.00,-990.00,-0.14
"PATROCINIO DO MURIAE - MG",901173.92,894663.92,-6510.00,-0.72
"CARMO DO PARANAIBA - MG",3131886.23,3089686.23,-42200.00,-1.35
"SAO MIGUEL ARCANJO - SP",2634329.36,2608699.36,-25630.00,-0.97
"DOIS IRMAOS - RS",2886024.26,2867534.26,-18490.00,-0.64
"GUARINOS - GO",731587.07,728607.07,-2980.00,-0.41
"VILA LANGARO - RS",696387.33,694697.33,-1690.00,-0.24
"FORMOSA DO OESTE - PR",1023569.51,1013509.51,-10060.00,-0.98
"LARANJEIRAS - SE",3745839.32,3744379.32,-1460.00,-0.04
"NOVA HARTZ - RS",1802627.04,1785117.04,-17510.00,-0.97
"DOURADINA - MS",1124662.37,1114392.37,-10270.00,-0.91
"CANGUCU - RS",3897799.94,3793843.08,-103956.86,-2.67
"URUCUI - PI",3057407.94,3053557.94,-3850.00,-0.13
"ITAIPULANDIA - PR",6883610.38,6873530.38,-10080.00,-0.15
"TRES COROAS - RS",2298984.32,2257020.08,-41964.24,-1.83
"URUPES - SP",1535684.24,1531254.24,-4430.00,-0.29
"BETIM - MG",23640597.70,23569817.70,-70780.00,-0.30
"CUBATAO - SP",14420929.68,14383769.68,-37160.00,-0.26
"BOA VENTURA DE SAO ROQUE - PR",990131.78,980501.78,-9630.00,-0.97
"PLANALTO - RS",1149249.41,1137369.41,-11880.00,-1.03
"VISTA GAUCHA - RS",958258.28,956808.28,-1450.00,-0.15
"MARMELEIRO - PR",1854254.99,1837164.99,-17090.00,-0.92
"PORTO XAVIER - RS",1200213.18,1186843.18,-13370.00,-1.11
"FILADELFIA - BA",2968471.32,2960511.32,-7960.00,-0.27
"COLORADO DO OESTE - RO",2365446.93,2356636.93,-8810.00,-0.37
"SANTA RITA DO SAPUCAI - MG",3166144.39,3088813.55,-77330.84,-2.44
"SANTO EXPEDITO DO SUL - RS",731641.30,729151.30,-2490.00,-0.34
"GAROPABA - SC",2549133.50,2535423.50,-13710.00,-0.54
"COLINAS - MA",5751690.29,5740960.29,-10730.00,-0.19
"SANANDUVA - RS",1521770.27,1502440.27,-19330.00,-1.27
"MAJOR ISIDORO - AL",3955157.49,3946067.49,-9090.00,-0.23
"PEDREGULHO - SP",1672206.42,1665466.42,-6740.00,-0.40
"ALMADINA - BA",1193210.37,1190090.37,-3120.00,-0.26
"PRAIA GRANDE - SP",18689477.92,18548657.92,-140820.00,-0.75
"TERESOPOLIS - RJ",12886418.33,12832108.33,-54310.00,-0.42
"SAO MATEUS - ES",11500113.79,11476963.79,-23150.00,-0.20
"PRAIA GRANDE - SC",1283808.48,1280328.48,-3480.00,-0.27
"GLORIA DE DOURADOS - MS",1245294.18,1236484.18,-8810.00,-0.71
"FORMOSA DO SUL - SC",668302.99,665382.99,-2920.00,-0.44
"CANAPOLIS - MG",1973306.45,1967176.45,-6130.00,-0.31
"AURORA - CE",4182175.13,4177225.13,-4950.00,-0.12
"PRESIDENTE DUTRA - BA",2821562.03,2814482.03,-7080.00,-0.25
"PLANALTO - SP",1056396.20,1050046.20,-6350.00,-0.60
"ARACAGI - PB",2494075.63,2486285.63,-7790.00,-0.31
"ILOPOLIS - RS",831929.57,825439.57,-6490.00,-0.78
"MERUOCA - CE",2754575.95,2745425.95,-9150.00,-0.33
"BORBA - AM",4525274.30,4496864.30,-28410.00,-0.63
"JAGUAPITA - PR",1379969.58,1366659.58,-13310.00,-0.96
"TRIUNFO - PB",1331118.14,1329428.14,-1690.00,-0.13
"MAGDA - SP",893433.52,890453.52,-2980.00,-0.33
"TRIUNFO - PE",2398883.32,2391343.32,-7540.00,-0.31
"PINHAIS - PR",7130037.30,7023320.03,-106717.27,-1.50
"SANTA MARIA DA SERRA - SP",814123.13,811113.13,-3010.00,-0.37
"BUERAREMA - BA",2789527.11,2782347.11,-7180.00,-0.26
"FERRAZ DE VASCONCELOS - SP",10010635.46,9937835.46,-72800.00,-0.73
"CACHOEIRA DE PAJEU - MG",1022542.50,1015552.50,-6990.00,-0.68
"ANTONIO PRADO DE MINAS - MG",896877.92,893847.92,-3030.00,-0.34
"ASTORGA - PR",2663680.11,2647400.11,-16280.00,-0.61
"BARRA DO QUARAI - RS",802071.53,797811.53,-4260.00,-0.53
"SUCUPIRA DO RIACHAO - MA",1244110.02,1241730.02,-2380.00,-0.19
"SAO FELIX DO PIAUI - PI",962294.88,959204.88,-3090.00,-0.32
"BERIZAL - MG",913335.54,903835.54,-9500.00,-1.04
"ILHA SOLTEIRA - SP",3081569.92,3071869.92,-9700.00,-0.31
"ASSUNCAO - PB",1113402.87,1111592.87,-1810.00,-0.16
"CAFELANDIA - PR",1960010.09,1939870.09,-20140.00,-1.03
"IVATE - PR",1043716.05,1041826.05,-1890.00,-0.18
"VARZEA GRANDE - PI",931535.58,925505.58,-6030.00,-0.65
"SAO BENTO ABADE - MG",975485.29,965945.29,-9540.00,-0.98
"BOM SUCESSO - PR",963966.77,956976.77,-6990.00,-0.73
"LIZARDA - TO",858515.04,850055.04,-8460.00,-0.99
"ITAMBACURI - MG",2629525.15,2614135.15,-15390.00,-0.59
"POCO FUNDO - MG",1568758.55,1555618.55,-13140.00,-0.84
"CALDAZINHA - GO",772871.95,768181.95,-4690.00,-0.61
"LIMEIRA - SP",18031355.55,17885245.55,-146110.00,-0.81
"ALAGOINHA DO PIAUI - PI",1107512.50,1100502.50,-7010.00,-0.63
"PONTE NOVA - MG",7196497.78,7128247.78,-68250.00,-0.95
"GUARANTA DO NORTE - MT",3235755.49,3217235.49,-18520.00,-0.57
"TALISMA - TO",846436.51,844706.51,-1730.00,-0.20
"AXIXA DO TOCANTINS - TO",1696043.89,1689093.89,-6950.00,-0.41
"BELEM DO BREJO DO CRUZ - PB",1236900.66,1231250.66,-5650.00,-0.46
"SAO JOSE DO RIO PRETO - SP",23702361.92,22918019.99,-784341.93,-3.31
"BRAUNAS - MG",1136179.83,1134169.83,-2010.00,-0.18
"CANDOI - PR",2050315.32,2024705.32,-25610.00,-1.25
"IGARACU DO TIETE - SP",2521988.79,2512418.79,-9570.00,-0.38
"BOM SUCESSO - PB",1264063.63,1262523.63,-1540.00,-0.12
"ALBERTINA - MG",780266.75,778816.75,-1450.00,-0.19
"IBITITA - BA",2942452.69,2935032.69,-7420.00,-0.25
"PIRATUBA - SC",886835.82,884485.82,-2350.00,-0.26
"NAZARE PAULISTA - SP",1676357.40,1655347.40,-21010.00,-1.25
"SAO MIGUEL DA BOA VISTA - SC",656757.79,654517.79,-2240.00,-0.34
"ITAPIRAPUA - GO",1016388.34,1008248.34,-8140.00,-0.80
"RIACHO DAS ALMAS - PE",2985691.14,2977441.14,-8250.00,-0.28
"AMPARO - PB",1077413.07,1075513.07,-1900.00,-0.18
"IAPU - MG",1403555.23,1391595.23,-11960.00,-0.85
"ASSIS - SP",7585072.93,7519472.93,-65600.00,-0.86
"SAO LUDGERO - SC",1145057.31,1130347.31,-14710.00,-1.28
"CAFELANDIA - SP",2394814.10,2384304.10,-10510.00,-0.44
"PAI PEDRO - MG",988550.60,980640.60,-7910.00,-0.80
"BOM SUCESSO - MG",1969891.41,1946295.02,-23596.39,-1.20
"GOIOERE - PR",3202351.50,3168641.50,-33710.00,-1.05
"GENERAL CARNEIRO - PR",1664463.37,1650023.37,-14440.00,-0.87
"PORANGA - CE",1989422.80,1983892.80,-5530.00,-0.28
"CRICIUMA - SC",18403488.02,18267688.02,-135800.00,-0.74
"BELEM - PB",2287792.80,2271002.80,-16790.00,-0.73
"CORRENTE - PI",4513635.53,4492325.53,-21310.00,-0.47
"BELEM - PA",127489118.33,87401214.06,-40087904.27,-31.44
"LAJINHA - MG",2033033.58,2021303.58,-11730.00,-0.58
"ALTO RIO DOCE - MG",1440769.48,1432309.48,-8460.00,-0.59
"SAO JOSE DO CAMPESTRE - RN",1745831.08,1743271.08,-2560.00,-0.15
"VARZEA GRANDE - MT",12738577.13,12588189.13,-150388.00,-1.18
"ARAMBARE - RS",729795.25,722695.25,-7100.00,-0.97
"QUILOMBO - SC",1148584.57,1136554.57,-12030.00,-1.05
"MURICI - AL",4934911.69,4923461.69,-11450.00,-0.23
"IPUEIRA - RN",1021383.86,1019623.86,-1760.00,-0.17
"SANTO HIPOLITO - MG",1008231.57,1002861.57,-5370.00,-0.53
"ROSARIO DA LIMEIRA - MG",914579.30,910879.30,-3700.00,-0.40
"BURITI DE GOIAS - GO",735037.90,732377.90,-2660.00,-0.36
"ITATIM - BA",5140387.69,5132737.69,-7650.00,-0.15
"ITAIOPOLIS - SC",2122320.39,2100780.39,-21540.00,-1.01
"REGISTRO - SP",4300336.36,4202087.46,-98248.90,-2.28
"APIACAS - MT",2807605.70,2802465.70,-5140.00,-0.18
"MARCELINO VIEIRA - RN",1458695.04,1455245.04,-3450.00,-0.24
"ITAU - RN",1261146.89,1254696.89,-6450.00,-0.51
"MORADA NOVA - CE",7831442.25,7805622.25,-25820.00,-0.33
"CUITE - PB",2826573.55,2810903.55,-15670.00,-0.55
"AMARAL FERRADOR - RS",801140.44,794350.44,-6790.00,-0.85
"LIMEIRA DO OESTE - MG",1310868.52,1300868.52,-10000.00,-0.76
"JURAMENTO - MG",829413.51,822993.51,-6420.00,-0.77
"BETANIA - PE",2390352.14,2385672.14,-4680.00,-0.20
"IBIMIRIM - PE",4453592.13,4420162.13,-33430.00,-0.75
"APARECIDA DO RIO NEGRO - TO",926783.24,922163.24,-4620.00,-0.50
"APUI - AM",2135600.16,2125850.16,-9750.00,-0.46
"MARECHAL CANDIDO RONDON - PR",5685614.89,5634394.89,-51220.00,-0.90
"PAUDALHO - PE",6273030.23,6269910.23,-3120.00,-0.05
"LAGOA NOVA - RN",2282895.88,2271305.88,-11590.00,-0.51
"BELA VISTA DE GOIAS - GO",2870353.91,2852093.91,-18260.00,-0.64
"AMPARO - SP",5767540.25,5703730.25,-63810.00,-1.11
"PEDRA AZUL - MG",2619602.43,2588099.85,-31502.58,-1.20
"BAEPENDI - MG",2047467.89,2030847.89,-16620.00,-0.81
"PORTO DO MANGUE - RN",1559759.85,1555369.85,-4390.00,-0.28
"PONTALINA - GO",1941600.33,1933110.33,-8490.00,-0.44
"BODOQUENA - MS",1084281.86,1076091.86,-8190.00,-0.76
"MOIPORA - GO",719349.79,716479.79,-2870.00,-0.40
"CORONEL EZEQUIEL - RN",1144228.30,1140348.30,-3880.00,-0.34
"SIMONESIA - MG",2095533.51,2087213.51,-8320.00,-0.40
"INHAPI - AL",3361956.49,3349836.49,-12120.00,-0.36
"SEVERIANO MELO - RN",1294265.00,1289545.00,-4720.00,-0.36
"CUIABA - MT",80037952.42,47440717.45,-32597234.97,-40.73
"CRUZEIRO DA FORTALEZA - MG",1203513.43,1200873.43,-2640.00,-0.22
"UMBURATIBA - MG",778418.78,774598.78,-3820.00,-0.49
"MESQUITA - RJ",9093063.21,9036213.21,-56850.00,-0.63
"MALHADA DOS BOIS - SE",1252407.78,1249687.78,-2720.00,-0.22
"ESMERALDA - RS",866701.33,863671.33,-3030.00,-0.35
"SAO JOAO DO TRIUNFO - PR",1574135.06,1565045.06,-9090.00,-0.58
"ABADIA DE GOIAS - GO",1138688.12,1130678.12,-8010.00,-0.70
"SOBRADO - PB",1769345.30,1765755.30,-3590.00,-0.20
"SAO SEBASTIAO DA BELA VISTA - MG",1570048.58,1564018.58,-6030.00,-0.38
"SAO JOSE DO OURO - RS",807498.21,779495.27,-28002.94,-3.47
"GENERAL CARNEIRO - MT",750731.36,746971.36,-3760.00,-0.50
"IBIUNA - SP",4580868.56,4525078.56,-55790.00,-1.22
"SILVANIA - GO",2030316.39,2025546.39,-4770.00,-0.23
"JAPERI - RJ",7552733.70,7513333.70,-39400.00,-0.52
"CAPIM - PB",1344046.48,1341056.48,-2990.00,-0.22
"SAO JOAQUIM DA BARRA - SP",3899196.92,3839276.92,-59920.00,-1.54
"RUBIM - MG",1436392.94,1430292.94,-6100.00,-0.42
"MALACACHETA - MG",2124640.76,2108580.76,-16060.00,-0.76
"GURUPI - TO",8391022.40,8304412.40,-86610.00,-1.03
"PIRES FERREIRA - CE",1895050.18,1891690.18,-3360.00,-0.18
"POCRANE - MG",967333.64,953453.64,-13880.00,-1.43
"ITAJAI - SC",19079172.05,19033392.05,-45780.00,-0.24
"CORONEL FABRICIANO - MG",7349721.79,7247071.79,-102650.00,-1.40
"DIORAMA - GO",696522.90,693832.90,-2690.00,-0.39
"SAO PEDRO DA SERRA - RS",741789.19,738769.19,-3020.00,-0.41
"ITAMBE DO MATO DENTRO - MG",758573.41,754073.41,-4500.00,-0.59
"LINS - SP",12288752.61,12232512.61,-56240.00,-0.46
"OLIMPIO NORONHA - MG",898371.69,896551.69,-1820.00,-0.20
"NOVO BRASIL - GO",752610.61,749570.61,-3040.00,-0.40
"ITACARAMBI - MG",2424923.20,2410753.20,-14170.00,-0.58
"PORTO LUCENA - RS",821988.32,816131.83,-5856.49,-0.71
"PEABIRU - PR",2093098.70,2077838.70,-15260.00,-0.73
"SAO LOURENCO DO PIAUI - PI",1100021.98,1092591.98,-7430.00,-0.68
"FORTALEZA - CE",309121703.60,229328139.85,-79793563.75,-25.81
"TAPIRATIBA - SP",1250044.08,1243704.08,-6340.00,-0.51
"MOCAJUBA - PA",5317139.99,5298859.99,-18280.00,-0.34
"GUAPIMIRIM - RJ",6189969.80,6176669.80,-13300.00,-0.21
"GUAXUPE - MG",4011240.81,3983250.81,-27990.00,-0.70
"IRAUCUBA - CE",4159353.54,4145123.54,-14230.00,-0.34
"SAO PEDRO DO SUACUI - MG",968466.10,961236.10,-7230.00,-0.75
"SAO ROQUE - SP",5979518.03,5958668.03,-20850.00,-0.35
"GUABIJU - RS",694070.56,692600.56,-1470.00,-0.21
"GUARAPARI - ES",7517509.99,7469799.99,-47710.00,-0.63
"MUCUM - RS",901398.83,895588.83,-5810.00,-0.64
"CUITE DE MAMANGUAPE - PB",1430548.32,1424638.32,-5910.00,-0.41
"BARRAS - PI",7870096.31,7859476.31,-10620.00,-0.13
"BRASILIA - DF",98859190.88,65747662.52,-33111528.36,-33.49
"CONDOR - RS",848731.72,843011.72,-5720.00,-0.67
"SAPOPEMA - PR",966312.56,964332.56,-1980.00,-0.20
"BRASILEIRA - PI",1348497.45,1342527.45,-5970.00,-0.44
"RIO NOVO - MG",937373.07,933183.07,-4190.00,-0.45
"SENADOR FIRMINO - MG",1231185.43,1222845.43,-8340.00,-0.68
"SAO GABRIEL - RS",3888790.40,3861120.40,-27670.00,-0.71
"BARRA BONITA - SP",3373779.48,3344609.48,-29170.00,-0.86
"RIO TINTO - PB",3144988.41,3131838.41,-13150.00,-0.42
"CASSIA DOS COQUEIROS - SP",868505.32,866425.32,-2080.00,-0.24
"SAPE - PB",6665293.49,6641513.49,-23780.00,-0.36
"IPIRANGA DO NORTE - MT",788905.48,779635.48,-9270.00,-1.18
"SANTA MARIA DE ITABIRA - MG",1484561.52,1477641.52,-6920.00,-0.47
"ITAPEVA - MG",1251322.44,1244592.44,-6730.00,-0.54
"DOM BASILIO - BA",1977952.41,1972372.41,-5580.00,-0.28
"BOM JARDIM DE MINAS - MG",1070031.69,1062161.69,-7870.00,-0.74
"SAO FELIPE - BA",3276820.27,3265540.27,-11280.00,-0.34
"MARILIA - SP",16170840.46,16065680.46,-105160.00,-0.65
"ERVAL VELHO - SC",864676.59,859486.59,-5190.00,-0.60
"SEROPEDICA - RJ",6076015.35,6049135.35,-26880.00,-0.44
"LAJEADO GRANDE - SC",731936.37,730046.37,-1890.00,-0.26
"SARANDI - RS",2165495.32,2142135.32,-23360.00,-1.08
"SANTA CRUZ DO SUL - RS",10924038.26,10830908.26,-93130.00,-0.85
"CASSILANDIA - MS",2908686.02,2889536.02,-19150.00,-0.66
"ARACOIABA DA SERRA - SP",2412347.92,2403627.92,-8720.00,-0.36
"SANTO ANTONIO DO CAIUA - PR",825691.79,822161.79,-3530.00,-0.43
"FAZENDA RIO GRANDE - PR",6068975.45,5964965.45,-104010.00,-1.71
"DIVINO DE SAO LOURENCO - ES",1184354.93,1175584.93,-8770.00,-0.74
"URUBURETAMA - CE",3330263.31,3316303.31,-13960.00,-0.42
"MESQUITA - MG",904243.33,896233.33,-8010.00,-0.89
"PETROLINA DE GOIAS - GO",1489542.47,1483962.47,-5580.00,-0.37
"ELDORADO DOS CARAJAS - PA",4259155.29,4251205.29,-7950.00,-0.19
"SAO SEBASTIAO DO CAI - RS",2114357.38,2089547.38,-24810.00,-1.17
"ANTONIO OLINTO - PR",920598.20,910188.20,-10410.00,-1.13
"BARAO DE ANTONINA - SP",925054.47,920884.47,-4170.00,-0.45
"UNIAO PAULISTA - SP",891152.40,887982.40,-3170.00,-0.36
"SAO LUIZ - RR",1145080.88,1140300.88,-4780.00,-0.42
"ARACITABA - MG",847957.50,844707.50,-3250.00,-0.38
"CANDEIAS - BA",10595323.28,10566383.28,-28940.00,-0.27
"ARAME - MA",4261259.03,4254569.03,-6690.00,-0.16
"ESTRELA DE ALAGOAS - AL",3528198.32,3522118.32,-6080.00,-0.17
"PRIMAVERA DO LESTE - MT",4728319.71,4681329.71,-46990.00,-0.99
"EXTREMA - MG",3168800.37,3141840.37,-26960.00,-0.85
"GETULIO VARGAS - RS",1372206.46,1355076.46,-17130.00,-1.25
"CACIMBAS - PB",1912721.14,1909861.14,-2860.00,-0.15
"AREALVA - SP",1015879.77,1008309.77,-7570.00,-0.75
"DOM ELISEU - PA",5697281.07,5693101.07,-4180.00,-0.07
"BURITAMA - SP",1929496.55,1921856.55,-7640.00,-0.40
"OURIZONA - PR",1114153.04,1110383.04,-3770.00,-0.34
"FIGUEIRA - PR",1160826.91,1150326.91,-10500.00,-0.90
"ALTO BELA VISTA - SC",838968.13,837098.13,-1870.00,-0.22
"SOLANEA - PB",3655302.05,3626502.05,-28800.00,-0.79
"BIRITIBA-MIRIM - SP",2782150.14,2772270.14,-9880.00,-0.36
"IPORA - PR",1678987.87,1663567.87,-15420.00,-0.92
"GUARDA-MOR - MG",1011214.93,1003054.93,-8160.00,-0.81
"PADRE CARVALHO - MG",1003571.13,993231.13,-10340.00,-1.03
"PARAISOPOLIS - MG",1834785.38,1815135.38,-19650.00,-1.07
"SERRA PRETA - BA",2368009.09,2355889.09,-12120.00,-0.51
"SAO JORGE D'OESTE - PR",1329686.23,1317766.23,-11920.00,-0.90
"BODOCO - PE",5355529.00,5336579.00,-18950.00,-0.35
"FLORINIA - SP",847167.47,843777.47,-3390.00,-0.40
"UBA - MG",6609793.98,5855778.01,-754015.97,-11.41
"POSSE - GO",3145093.87,3105853.87,-39240.00,-1.25
"ITARANTIM - BA",2989013.22,2982613.22,-6400.00,-0.21
"SANTO ANTONIO DO AMPARO - MG",2402193.95,2379103.95,-23090.00,-0.96
"TRES PALMEIRAS - RS",1111139.49,1105149.49,-5990.00,-0.54
"TIMOTEO - MG",4789423.99,4735503.99,-53920.00,-1.13
"ITAETE - BA",2477180.46,2474520.46,-2660.00,-0.11
"TRES CACHOEIRAS - RS",1362170.38,1347210.38,-14960.00,-1.10
"SANTO ANTONIO - RN",3063900.11,3046020.11,-17880.00,-0.58
"SAO JOAO DEL REI - MG",7585387.02,7492337.02,-93050.00,-1.23
"IBICARE - SC",790863.93,787723.93,-3140.00,-0.40
"CIDADE GAUCHA - PR",1347697.29,1335497.29,-12200.00,-0.91
"TREVISO - SC",1018626.74,1015736.74,-2890.00,-0.28
"SUMIDOURO - RJ",2289506.71,2281416.71,-8090.00,-0.35
"MARACAI - SP",1560887.84,1553207.84,-7680.00,-0.49
"ANANAS - TO",1249582.55,1232502.55,-17080.00,-1.37
"MIRASSOL D'OESTE - MT",3394804.80,3377644.80,-17160.00,-0.51
"PERIQUITO - MG",1043882.23,1046622.23,2740.00,0.26
"FOZ DO JORDAO - PR",1106756.67,1099406.67,-7350.00,-0.66
"TUPIRATINS - TO",751980.30,748780.30,-3200.00,-0.43
"CAMPESTRE DE GOIAS - GO",878181.98,873351.98,-4830.00,-0.55
"ITAPUI - SP",1580513.78,1570573.78,-9940.00,-0.63
"RODEIRO - MG",1071025.16,1060435.16,-10590.00,-0.99
"PLANALTO - BA",4442531.19,4430481.19,-12050.00,-0.27
"RIO DO PRADO - MG",953466.50,948946.50,-4520.00,-0.47
"TRES FRONTEIRAS - SP",818093.64,812883.64,-5210.00,-0.64
"PIRAQUARA - PR",5906648.63,5836478.63,-70170.00,-1.19
"CASTELANDIA - GO",856180.38,852530.38,-3650.00,-0.43
"VICOSA DO CEARA - CE",8424169.41,8402659.41,-21510.00,-0.26
"ALVARO DE CARVALHO - SP",792977.96,788777.96,-4200.00,-0.53
"JUMIRIM - SP",961034.74,959214.74,-1820.00,-0.19
"JUSSIAPE - BA",1340678.62,1334938.62,-5740.00,-0.43
"BALDIM - MG",875772.17,869532.17,-6240.00,-0.71
"TUPA - SP",4358412.34,4237189.45,-121222.89,-2.78
"MACAIBA - RN",7085089.82,7049389.82,-35700.00,-0.50
"NOVA ERA - MG",1849838.10,1830108.10,-19730.00,-1.07
"BARRA DO RIO AZUL - RS",1344270.98,1342240.98,-2030.00,-0.15
"COTRIGUACU - MT",1554832.85,1540362.85,-14470.00,-0.93
"DOM VICOSO - MG",1012269.16,1008079.16,-4190.00,-0.41
"OURICANGAS - BA",1597395.41,1593095.41,-4300.00,-0.27
"IVOTI - RS",1859884.46,1852208.26,-7676.20,-0.41
"TAPEJARA - RS",1724161.19,1710051.19,-14110.00,-0.82
"IPECAETA - BA",3459886.03,3453546.03,-6340.00,-0.18
"NOVO ORIENTE DE MINAS - MG",1264250.30,1247040.30,-17210.00,-1.36
"JESUPOLIS - GO",783051.65,779221.65,-3830.00,-0.49
"SARANDI - PR",6654766.21,6355655.66,-299110.55,-4.49
"SANTA RITA DO PARDO - MS",1176527.29,1171317.29,-5210.00,-0.44
"FAINA - GO",922015.86,914835.86,-7180.00,-0.78
"DARCINOPOLIS - TO",1375976.76,1368526.76,-7450.00,-0.54
"PIRES DO RIO - GO",3003336.97,2978276.97,-25060.00,-0.83
"CALDEIRAO GRANDE DO PIAUI - PI",1288227.98,1282257.98,-5970.00,-0.46
"TRIUNFO POTIGUAR - RN",1060477.04,1056387.04,-4090.00,-0.39
"BRUMADINHO - MG",6366678.18,6359558.18,-7120.00,-0.11
"UTINGA - BA",2671215.48,2662455.48,-8760.00,-0.33
"FILADELFIA - TO",1322029.50,1312769.50,-9260.00,-0.70
"INHAPIM - MG",2537536.90,2503456.90,-34080.00,-1.34
"GUIRATINGA - MT",1574598.02,1559548.02,-15050.00,-0.96
"ARIQUEMES - RO",8469344.83,8395484.83,-73860.00,-0.87
"SAO JOSE DO BONFIM - PB",1046963.42,1044683.42,-2280.00,-0.22
"PORTO ALEGRE DO TOCANTINS - TO",733773.80,728963.80,-4810.00,-0.66
"SENHORA DOS REMEDIOS - MG",1165295.35,1147005.35,-18290.00,-1.57
"SAO GABRIEL DA CACHOEIRA - AM",5004820.80,4957660.80,-47160.00,-0.94
"IGUATU - CE",12447586.11,12439626.11,-7960.00,-0.06
"ITAPORANGA D'AJUDA - SE",5191884.99,5170094.99,-21790.00,-0.42
"ITUPEVA - SP",4129897.99,4107777.99,-22120.00,-0.54
"GUAPIARA - SP",1911193.47,1893873.47,-17320.00,-0.91
"BRAGANCA PAULISTA - SP",11080912.70,10731182.70,-349730.00,-3.16
"MONTE SANTO - BA",7585361.15,7571361.15,-14000.00,-0.18
"CAMACHO - MG",801054.58,796804.58,-4250.00,-0.53
