"Mun","./backup/201801.zip","novo/201801.zip","Diff","Percent"
"CARUARU - PE",16479373.61,16422724.38,-56649.23,-0.34
"MONTES CLAROS - MG",15747311.71,14162647.61,-1584664.10,-10.06
"ILHEUS - BA",12278568.03,12165645.28,-112922.75,-0.92
"ANDRADAS - MG",2218419.63,2174797.69,-43621.94,-1.97
"BOA VISTA - RR",52537565.54,45685924.32,-6851641.22,-13.04
"BAGE - RS",6058278.01,5715632.83,-342645.18,-5.66
"SAO JERONIMO - RS",1405631.69,1282127.87,-123503.82,-8.79
"PIRENOPOLIS - GO",1716198.87,1687158.87,-29040.00,-1.69
"VILA VELHA - ES",12955458.93,12830171.12,-125287.81,-0.97
"ESPLANADA - BA",4319002.35,4298252.93,-20749.42,-0.48
"CHAVANTES - SP",840827.24,835779.98,-5047.26,-0.60
"ABRE CAMPO - MG",1275658.62,1262156.89,-13501.73,-1.06
"ARCOS - MG",2583076.88,2563071.45,-20005.43,-0.77
"PORTO VELHO - RO",49821662.69,28719639.59,-21102023.10,-42.36
"LUZIANIA - GO",9490058.57,9463658.57,-26400.00,-0.28
"FLORIANOPOLIS - SC",64122742.03,20624492.72,-43498249.31,-67.84
"TRES PASSOS - RS",1885877.44,1748284.25,-137593.19,-7.30
"TRES CORACOES - MG",3557701.56,3496079.35,-61622.21,-1.73
"PONTA GROSSA - PR",11106536.80,10365894.49,-740642.31,-6.67
"ITAQUIRAI - MS",1731431.31,1725256.50,-6174.81,-0.36
"TUPANCIRETA - RS",1603430.76,1593031.17,-10399.59,-0.65
"ARACAJU - SE",68101048.18,47645440.88,-20455607.30,-30.04
"CONDEUBA - BA",1908996.69,1795818.23,-113178.46,-5.93
"ANDRADINA - SP",2846527.99,2773782.44,-72745.55,-2.56
"NONOAI - RS",896775.32,890148.48,-6626.84,-0.74
"CANDIDO GODOI - RS",663667.72,660432.00,-3235.72,-0.49
"MURIAE - MG",5032380.80,4874131.45,-158249.35,-3.14
"SANTO ANGELO - RS",3282764.43,3236210.56,-46553.87,-1.42
"CONCEICAO DO COITE - BA",3774107.59,3698185.69,-75921.90,-2.01
"FRANCA - SP",9118965.67,8080180.78,-1038784.89,-11.39
"JEQUIE - BA",11207161.11,10787257.70,-419903.41,-3.75
"ESPERA FELIZ - MG",1818867.00,1806738.49,-12128.51,-0.67
"REBOUCAS - PR",1270686.12,1260403.27,-10282.85,-0.81
"ACEGUA - RS",732306.69,729637.51,-2669.18,-0.36
"SANTO ANTONIO DE JESUS - BA",6168813.00,6127305.87,-41507.13,-0.67
"VISCONDE DO RIO BRANCO - MG",2493829.45,2390088.46,-103740.99,-4.16
"VALENCA - BA",5185690.21,5025020.45,-160669.76,-3.10
"CURITIBA - PR",327799789.28,121113046.03,-206686743.25,-63.05
"GUACUI - ES",2353900.31,2303396.71,-50503.60,-2.15
"ARACATUBA - SP",9117859.91,7905138.92,-1212720.99,-13.30
"DIVINOLANDIA - SP",1007322.75,868750.80,-138571.95,-13.76
"CARANGOLA - MG",2319058.06,2099997.21,-219060.85,-9.45
"CACHOEIRINHA - RS",4581343.48,4505076.03,-76267.45,-1.66
"NOVA GRANADA - SP",1346246.67,1327355.67,-18891.00,-1.40
"ARAPONGAS - PR",5532008.70,5469496.42,-62512.28,-1.13
"MEDINA - MG",1702722.25,1693135.24,-9587.01,-0.56
"TERESINA - PI",102729881.60,85298217.41,-17431664.19,-16.97
"CAMPO GRANDE - MS",80722679.14,52724870.42,-27997808.72,-34.68
"CACADOR - SC",3539755.41,3333276.20,-206479.21,-5.83
"NEPOMUCENO - MG",1653853.82,1644868.51,-8985.31,-0.54
"SAO CRISTOVAO - SE",5365148.14,5351291.86,-13856.28,-0.26
"CAMANDUCAIA - MG",1543735.11,1540578.66,-3156.45,-0.20
"TOLEDO - PR",5966098.21,5791640.72,-174457.49,-2.92
"OSASCO - SP",12745981.77,12596981.77,-149000.00,-1.17
"MUNDO NOVO - MS",1865859.59,1853781.51,-12078.08,-0.65
"MACAPA - AP",40092549.72,31022445.22,-9070104.50,-22.62
"PALMARES - PE",4902155.25,4767009.76,-135145.49,-2.76
"PLANALTINA - GO",5201045.23,5148245.23,-52800.00,-1.02
"ARVOREZINHA - RS",884363.18,870763.18,-13600.00,-1.54
"CARMOPOLIS DE MINAS - MG",1466776.00,1459805.30,-6970.70,-0.48
"LAGOA DA PRATA - MG",2869870.64,2856293.30,-13577.34,-0.47
"RODEIO BONITO - RS",686849.56,668991.29,-17858.27,-2.60
"JAU - SP",10684964.16,8654080.18,-2030883.98,-19.01
"MIGUEL CALMON - BA",2370914.11,2174031.88,-196882.23,-8.30
"LARANJAL DO JARI - AP",3313542.89,3313542.89,0.00,0.00
"MANTENA - MG",1894623.75,1875482.36,-19141.39,-1.01
"ARROIO GRANDE - RS",1359528.55,1355489.26,-4039.29,-0.30
"MIRAI - MG",1195549.30,1189648.07,-5901.23,-0.49
"CAPAO DA CANOA - RS",2760361.47,2751663.74,-8697.73,-0.32
"RECIFE - PE",243458368.02,137486373.61,-105971994.41,-43.53
"VICENTINOPOLIS - GO",813504.01,787104.01,-26400.00,-3.25
"RIO BRANCO - AC",48788916.08,29215517.70,-19573398.38,-40.12
"JABOTICABA - RS",639036.21,630136.43,-8899.78,-1.39
"VITORIA - ES",75062553.23,26183452.21,-48879101.02,-65.12
"SAO PAULO - SP",598698781.23,262136830.89,-336561950.34,-56.22
"WENCESLAU BRAZ - PR",1512915.78,1502121.24,-10794.54,-0.71
"MARITUBA - PA",6501386.58,6151386.58,-350000.00,-5.38
"FREDERICO WESTPHALEN - RS",1816808.88,1806395.90,-10412.98,-0.57
"OURO FINO - MG",1838687.61,1792240.41,-46447.20,-2.53
"ALEM PARAIBA - MG",2046016.22,1991552.68,-54463.54,-2.66
"GUARAPUAVA - PR",8534602.89,8216286.05,-318316.84,-3.73
"IRATI - PR",3016249.57,2912974.34,-103275.23,-3.42
"SAO JOSE DOS CAMPOS - SP",20557135.47,19696476.40,-860659.07,-4.19
"SAO JOAO DO PARAISO - MG",1564603.96,1558850.09,-5753.87,-0.37
"CLAUDIO - MG",1860461.01,1851868.00,-8593.01,-0.46
"JI-PARANA - RO",6715674.00,6692294.00,-23380.00,-0.35
"CAMPO FORMOSO - BA",4714767.15,4704429.82,-10337.33,-0.22
"JABOATAO DOS GUARARAPES - PE",24333091.85,24073452.94,-259638.91,-1.07
"VERA CRUZ - RS",1661921.46,1640929.17,-20992.29,-1.26
"CAMBE - PR",5124345.07,5058743.87,-65601.20,-1.28
"RIO POMBA - MG",1404661.82,1403407.67,-1254.15,-0.09
"PAULISTA - PE",12509677.78,12307646.82,-202030.96,-1.61
"SUZANO - SP",8815310.90,8785641.61,-29669.29,-0.34
"POTE - MG",1302647.37,1296390.40,-6256.97,-0.48
"BRAGANCA - PA",6208357.38,5281688.24,-926669.14,-14.93
"TOBIAS BARRETO - SE",4073801.53,4072541.55,-1259.98,-0.03
"GUARULHOS - SP",26443657.99,26244758.05,-198899.94,-0.75
"MONTENEGRO - RS",3480050.64,3097585.01,-382465.63,-10.99
"CAMPINA GRANDE - PB",27138269.70,26688269.70,-450000.00,-1.66
"LEOPOLDINA - MG",3249895.26,3092867.35,-157027.91,-4.83
"SANTA MARIA - RS",9023448.34,8991729.34,-31719.00,-0.35
"CALDAS - MG",1173389.19,1169199.24,-4189.95,-0.36
"ESTADO - ES",198360432.60,248711722.71,50351290.11,25.38
"ESTADO - DF",64130075.33,110989823.15,46859747.82,73.07
"ESTADO - CE",519628481.18,548892052.06,29263570.88,5.63
"ESTADO - BA",724857508.27,832992543.26,108135034.99,14.92
"ESTADO - AC",253721032.69,273294431.07,19573398.38,7.71
"MINEIROS - GO",3987621.29,3952421.29,-35200.00,-0.88
"ESTADO - AM",227699720.85,270394348.78,42694627.93,18.75
"ESTADO - AL",292447490.54,310723678.68,18276188.14,6.25
"ESTADO - AP",252361760.43,261431864.93,9070104.50,3.59
"CRISSIUMAL - RS",1380657.50,1376341.99,-4315.51,-0.31
"OSORIO - RS",5244368.20,5127589.50,-116778.70,-2.23
"PECANHA - MG",1410802.41,1404466.66,-6335.75,-0.45
"VARGINHA - MG",10558284.36,10115925.41,-442358.95,-4.19
"CASCAVEL - PR",10620081.54,10419851.54,-200230.00,-1.89
"MANHUMIRIM - MG",1674580.63,1595419.39,-79161.24,-4.73
"CAMAQUA - RS",2962828.52,2926957.18,-35871.34,-1.21
"PASSA QUATRO - MG",1225951.09,1214057.32,-11893.77,-0.97
"BELO HORIZONTE - MG",256050688.77,186597166.69,-69453522.08,-27.12
"GUAPE - MG",1317340.16,1310590.38,-6749.78,-0.51
"ALVORADA - RS",7183735.40,7161810.62,-21924.78,-0.31
"CACONDE - SP",1329767.44,1301438.66,-28328.78,-2.13
"MUZAMBINHO - MG",1427048.96,1421354.40,-5694.56,-0.40
"SAO LOURENCO DO SUL - RS",2658934.42,2653613.04,-5321.38,-0.20
"PALMAS - TO",57898616.50,34351306.13,-23547310.37,-40.67
"ESTADO - TO",317790991.54,341383996.06,23593004.52,7.42
"ESTADO - SP",399404654.66,744205907.23,344801252.57,86.33
"PAROBE - RS",3001971.60,2946616.90,-55354.70,-1.84
"SAO MARTINHO - RS",666488.82,665410.25,-1078.57,-0.16
"ESTADO - RJ",492144841.46,576862135.82,84717294.36,17.21
"ESTADO - RO",211325325.81,232450728.91,21125403.10,10.00
"ESTADO - RN",317490641.62,335931012.49,18440370.87,5.81
"ESTADO - RS",284937725.02,353595180.58,68657455.56,24.10
"ESTADO - RR",181684925.73,188536566.95,6851641.22,3.77
"ESTADO - SE",301474851.58,321995762.68,20520911.10,6.81
"ESTADO - SC",154960869.37,198707532.99,43746663.62,28.23
"CAMPO LARGO - PR",9103847.09,5318977.25,-3784869.84,-41.57
"ESTADO - PE",510431616.38,617057075.38,106625459.00,20.89
"ESTADO - PI",312623248.28,330054912.47,17431664.19,5.58
"CAMPOS GERAIS - MG",1943251.89,1933327.02,-9924.87,-0.51
"ESTADO - PR",359561986.59,572178402.67,212616416.08,59.13
"ESTADO - PB",349134702.19,355613010.07,6478307.88,1.86
"ESTADO - PA",480660041.06,510545702.26,29885661.20,6.22
"PORTO ALEGRE - RS",142064936.19,80403183.13,-61661753.06,-43.40
"ESTADO - MA",506574945.84,535432551.09,28857605.25,5.70
"ESTADO - MG",549686483.14,623596077.76,73909594.62,13.45
"ESTADO - MS",121669943.64,149686005.25,28016061.61,23.03
"ESTADO - MT",198311239.79,216117922.06,17806682.27,8.98
"PASSOS - MG",5157829.97,4824256.97,-333573.00,-6.47
"URUGUAIANA - RS",6531602.78,5731282.33,-800320.45,-12.25
"ROLANDIA - PR",3662151.39,3630006.03,-32145.36,-0.88
"RIO CLARO - SP",8719980.95,8694824.45,-25156.50,-0.29
"MONTE APRAZIVEL - SP",1543053.66,1516849.48,-26204.18,-1.70
"ARAGUAINA - TO",13186200.69,13140506.54,-45694.15,-0.35
"PALMA - MG",744668.01,740893.04,-3774.97,-0.51
"APARECIDA - SP",2147236.01,2103236.01,-44000.00,-2.05
"BOA VISTA DO BURICA - RS",675472.45,673674.32,-1798.13,-0.27
"ESTADO - GO",252233551.65,256675737.91,4442186.26,1.76
"RIO DE JANEIRO - RJ",277736205.91,193212441.55,-84523764.36,-30.43
"RIO GRANDE - RS",9854868.61,8740918.45,-1113950.16,-11.30
"TELEMACO BORBA - PR",3924752.54,3804752.54,-120000.00,-3.06
"CAETE - MG",2604655.48,2520521.78,-84133.70,-3.23
"NATAL - RN",66777129.98,48440574.17,-18336555.81,-27.46
"PARANAVAI - PR",4634754.17,4581902.68,-52851.49,-1.14
"SAO FRANCISCO DE PAULA - RS",1450920.57,1428047.81,-22872.76,-1.58
"ITAPETINGA - BA",5572961.42,5338982.86,-233978.56,-4.20
"FIRMINOPOLIS - GO",1065793.35,1030593.35,-35200.00,-3.30
"JUNDIAI - SP",14316384.01,14232527.69,-83856.32,-0.59
"SAO FRANCISCO DE ASSIS - RS",1461282.02,1432385.67,-28896.35,-1.98
"PITANGA - PR",2226392.24,2205505.04,-20887.20,-0.94
"VOTUPORANGA - SP",4845499.62,4175261.24,-670238.38,-13.83
"PRESIDENTE PRUDENTE - SP",6746260.99,6730330.99,-15930.00,-0.24
"GOUVELANDIA - GO",730147.68,703747.68,-26400.00,-3.62
"BARROSO - MG",1519204.81,1498453.00,-20751.81,-1.37
"VALE DO SOL - RS",893961.29,891989.48,-1971.81,-0.22
"SEGREDO - RS",642851.17,637863.16,-4988.01,-0.78
"FAXINAL DO SOTURNO - RS",669023.91,636737.22,-32286.69,-4.83
"BOM JESUS DO GALHO - MG",1244411.33,1175774.75,-68636.58,-5.52
"CAMPINAS - SP",37779827.38,37771427.38,-8400.00,-0.02
"SOLEDADE - RS",1930730.46,1868965.85,-61764.61,-3.20
"POCOES - BA",3757804.79,3713282.37,-44522.42,-1.18
"FONTOURA XAVIER - RS",870377.91,868776.40,-1601.51,-0.18
"MOGI DAS CRUZES - SP",14059322.50,14029653.21,-29669.29,-0.21
"LAGOA VERMELHA - RS",1600336.22,1557008.76,-43327.46,-2.71
"MACEIO - AL",87781838.66,69525010.52,-18256828.14,-20.80
"MANAUS - AM",105075805.55,62381177.62,-42694627.93,-40.63
"SALVADOR - BA",224394591.73,117845772.61,-106548819.12,-47.48
"GRAO MOGOL - MG",1364233.12,1351465.31,-12767.81,-0.94
"TURMALINA - MG",1604684.24,1587072.24,-17612.00,-1.10
"LAGARTO - SE",7374845.88,7324658.34,-50187.54,-0.68
"JOSE BONIFACIO - SP",1893738.71,1831286.84,-62451.87,-3.30
"PRUDENTOPOLIS - PR",2920587.70,2914749.32,-5838.38,-0.20
"PARNAMIRIM - RN",13140512.78,13036697.72,-103815.06,-0.79
"ROSARIO DO SUL - RS",2169480.06,2155095.04,-14385.02,-0.66
"MONDAI - SC",938361.98,936849.83,-1512.15,-0.16
"TENENTE PORTELA - RS",1396570.78,1157964.94,-238605.84,-17.09
"CONCEICAO DO RIO VERDE - MG",1118503.93,1113839.78,-4664.15,-0.42
"GOIANIA - GO",94023055.07,89873908.81,-4149146.26,-4.41
"SANTO AUGUSTO - RS",1194003.59,1147313.59,-46690.00,-3.91
