"Mun","./backup/201701.zip","novo/201701.zip","Diff","Percent"
"REGISTRO - SP",3086102.33,3026983.43,-59118.90,-1.92
"AMARAL FERRADOR - RS",616536.19,599436.19,-17100.00,-2.77
"PEDRA AZUL - MG",1914412.69,1905012.98,-9399.71,-0.49
"BAEPENDI - MG",1462297.79,1433231.26,-29066.53,-1.99
"CUIABA - MT",61003170.83,36644504.84,-24358665.99,-39.93
"MALHADA DOS BOIS - SE",751306.03,745843.03,-5463.00,-0.73
"SAO JOSE DO OURO - RS",613924.00,589839.35,-24084.65,-3.92
"GURUPI - TO",5032114.90,5009515.90,-22599.00,-0.45
"PORTO LUCENA - RS",576667.95,573140.63,-3527.32,-0.61
"SAO LOURENCO DO PIAUI - PI",633075.83,630945.83,-2130.00,-0.34
"FORTALEZA - CE",199051561.65,155119831.40,-43931730.25,-22.07
"BRASILIA - DF",70270459.61,14037265.07,-56233194.54,-80.02
"CONDOR - RS",656165.08,654952.07,-1213.01,-0.18
"ERVAL VELHO - SC",544834.44,544006.44,-828.00,-0.15
"SARANDI - RS",1310170.34,1293943.90,-16226.44,-1.24
"SAO SEBASTIAO DO CAI - RS",1574622.89,1566107.81,-8515.08,-0.54
"PARAISOPOLIS - MG",1355927.37,1348080.12,-7847.25,-0.58
"UBA - MG",4475369.86,4062954.62,-412415.24,-9.22
"SANTO ANTONIO - RN",2286574.22,2267962.22,-18612.00,-0.81
"JUSSIAPE - BA",791905.50,791905.50,-0.00,-0.00
"TUPA - SP",2885373.72,2774199.67,-111174.05,-3.85
"MACAIBA - RN",5457450.90,5410952.90,-46498.00,-0.85
"AURORA - SC",574588.37,572962.37,-1626.00,-0.28
"IVOTI - RS",1376668.76,1363629.04,-13039.72,-0.95
"SARANDI - PR",4015965.32,3772104.90,-243860.42,-6.07
"INHAPIM - MG",1797531.58,1779356.11,-18175.47,-1.01
"VILA BOA - GO",685056.82,685056.82,-0.00,-0.00
"IGUATU - CE",6237266.14,6237266.14,0.00,0.00
"ITUPEVA - SP",2590056.55,2578526.55,-11530.00,-0.45
"BRAGANCA PAULISTA - SP",7430521.07,7140052.18,-290468.89,-3.91
"PATOS DO PIAUI - PI",694453.24,692553.24,-1900.00,-0.27
"BAMBUI - MG",1640944.38,1620264.33,-20680.05,-1.26
"PASSO FUNDO - RS",6796031.05,6527586.17,-268444.88,-3.95
"TRES BARRAS - SC",1657238.29,1653926.29,-3312.00,-0.20
"ITUMBIARA - GO",5546719.00,5546719.00,0.00,0.00
"GARCA - SP",3021264.19,2979765.36,-41498.83,-1.37
"PAU DOS FERROS - RN",2600652.67,2562078.67,-38574.00,-1.48
"JOAO PESSOA - PB",88842336.42,64271563.54,-24570772.88,-27.66
"FRAIBURGO - SC",2242320.38,2234184.38,-8136.00,-0.36
"CANINDE DE SAO FRANCISCO - SE",3159418.90,3130762.90,-28656.00,-0.91
"SANTO CRISTO - RS",1081094.13,1057477.85,-23616.28,-2.18
"FERNANDOPOLIS - SP",3347669.73,3078985.73,-268684.00,-8.03
"CAMBUI - MG",1729892.54,1721562.15,-8330.39,-0.48
"JAQUEIRA - PE",1530883.57,1523423.57,-7460.00,-0.49
"FORMIGA - MG",3524688.72,3358142.22,-166546.50,-4.73
"CARPINA - PE",4477087.71,4365366.55,-111721.16,-2.50
"AIURUOCA - MG",670652.93,654333.66,-16319.27,-2.43
"ITATIBA - SP",4860949.48,4860949.48,-0.00,-0.00
"CRUZ ALTA - RS",3856404.92,3322287.18,-534117.74,-13.85
"CARIACICA - ES",10040978.58,9867869.70,-173108.88,-1.72
"SANTIAGO - RS",2624867.99,2535281.99,-89586.00,-3.41
"MACAU - RN",3333478.84,3329338.84,-4140.00,-0.12
"SAO LUIS - MA",130181674.01,79931354.51,-50250319.50,-38.60
"MARUIM - SE",2431088.06,2426993.06,-4095.00,-0.17
"SANTA BARBARA DO SUL - RS",704365.12,697990.96,-6374.16,-0.90
"PEDRO AFONSO - TO",1094514.05,1087293.05,-7221.00,-0.66
"PARAU - RN",719450.82,717030.82,-2420.00,-0.34
"GUAJARA-MIRIM - RO",2666065.60,2662753.60,-3312.00,-0.12
"CERRO NEGRO - SC",522006.31,520350.31,-1656.00,-0.32
"NILOPOLIS - RJ",7633758.31,7633758.31,-0.00,-0.00
"IRAI - RS",647794.48,609179.76,-38614.72,-5.96
"CACHOEIRO DE ITAPEMIRIM - ES",8021196.44,7905630.59,-115565.85,-1.44
"GUATAMBU - SC",556055.05,554447.05,-1608.00,-0.29
"POJUCA - BA",3315842.86,3295924.32,-19918.54,-0.60
"PINDORAMA DO TOCANTINS - TO",637703.41,620657.41,-17046.00,-2.67
"NAO-ME-TOQUE - RS",1256654.86,1254876.41,-1778.45,-0.14
"ALEGRETE - RS",4377865.68,4158728.83,-219136.85,-5.01
"SOROCABA - SP",17095430.19,16805736.60,-289693.59,-1.69
"ORLEANS - SC",1516211.68,1514555.68,-1656.00,-0.11
"FEIRA DE SANTANA - BA",22410356.20,21605946.70,-804409.50,-3.59
"JOACABA - SC",2300140.44,2298484.44,-1656.00,-0.07
"COLINAS DO TOCANTINS - TO",3286757.88,3246635.88,-40122.00,-1.22
"NOVA ERECHIM - SC",543266.11,541610.11,-1656.00,-0.30
"CORURIPE - AL",6209665.27,6209665.27,0.00,0.00
"JUREMA - PE",1523435.71,1516575.71,-6860.00,-0.45
"JABORA - SC",692672.02,691061.02,-1611.00,-0.23
"VISTA ALEGRE DO ALTO - SP",578976.28,578976.28,0.00,0.00
"UNIAO DA VITORIA - PR",2875127.12,2875127.12,0.00,0.00
"IJUI - RS",4894523.30,3737652.25,-1156871.05,-23.64
"CEARA-MIRIM - RN",5252618.92,5206718.92,-45900.00,-0.87
"CACOAL - RO",3799924.83,3789190.83,-10734.00,-0.28
"CACERES - MT",3942929.72,3937911.48,-5018.24,-0.13
"CORONEL FREITAS - SC",620226.22,618570.22,-1656.00,-0.27
"CARUARU - PE",15444713.88,15414633.88,-30080.00,-0.19
"NOSSA SENHORA DO SOCORRO - SE",10347746.57,10289282.57,-58464.00,-0.56
"MONTES CLAROS - MG",13589603.34,12204042.84,-1385560.50,-10.20
"SIDEROPOLIS - SC",1055345.12,1054517.12,-828.00,-0.08
"MARI - PB",1868166.35,1864286.35,-3880.00,-0.21
"ILHEUS - BA",11316099.88,11203177.13,-112922.75,-1.00
"IMPERATRIZ - MA",18011279.44,18004329.44,-6950.00,-0.04
"SANTA ROSA - RS",7240462.38,7217818.38,-22644.00,-0.31
"DOUTOR CAMARGO - PR",650872.44,650872.44,-0.00,-0.00
"ANDRADAS - MG",2118619.58,2079166.52,-39453.06,-1.86
"BOA VISTA - RR",64593729.80,53607206.21,-10986523.59,-17.01
"BIGUACU - SC",4420925.75,4414301.75,-6624.00,-0.15
"CANUDOS - BA",1546593.80,1546593.80,0.00,0.00
"CABROBO - PE",2780013.02,2772113.02,-7900.00,-0.28
"BELFORD ROXO - RJ",12463915.12,12396977.15,-66937.97,-0.54
"FRANCISCO DANTAS - RN",774841.53,771529.53,-3312.00,-0.43
"JACARACI - BA",1363418.70,1357248.70,-6170.00,-0.45
"SANTA TEREZINHA DO PROGRESSO - SC",519894.03,518238.03,-1656.00,-0.32
"PALHOCA - SC",6474847.23,6462139.23,-12708.00,-0.20
"SAO DESIDERIO - BA",2854614.63,2854614.63,-0.00,-0.00
"CAMPANHA - MG",1167761.97,1161047.36,-6714.61,-0.57
"PARANA - TO",1025391.97,1008624.97,-16767.00,-1.64
"BAGE - RS",5455375.06,5130923.61,-324451.45,-5.95
"SAO JERONIMO - RS",1378338.28,1228869.82,-149468.46,-10.84
"PARAIBANO - MA",1762411.91,1755801.91,-6610.00,-0.38
"VILA VELHA - ES",12899979.66,12774691.85,-125287.81,-0.97
"CAMPOS VERDES - GO",641471.68,641471.68,-0.00,-0.00
"RIO PARDO - RS",2539067.60,2512031.60,-27036.00,-1.06
"LAGOAO - RS",630262.44,623098.44,-7164.00,-1.14
"SANHARO - PE",1999150.17,1993770.17,-5380.00,-0.27
"CHAVANTES - SP",862524.30,857477.04,-5047.26,-0.59
"INDIANOPOLIS - PR",671460.98,671460.98,-0.00,-0.00
"VITORIA DA CONQUISTA - BA",18450789.04,18433509.04,-17280.00,-0.09
"SAO JOSE DO CERRITO - SC",569826.10,568170.10,-1656.00,-0.29
"SANTA CRUZ DA BAIXA VERDE - PE",1274690.58,1270710.58,-3980.00,-0.31
"PALMEIRAIS - PI",1361104.99,1358254.99,-2850.00,-0.21
"SAO VICENTE FERRER - PE",1711555.66,1704145.66,-7410.00,-0.43
"CONCORDIA - SC",5164508.30,5157353.30,-7155.00,-0.14
"POMBAL - PB",3007088.63,3007088.63,0.00,0.00
"LAGO VERDE - MA",1375047.84,1370577.84,-4470.00,-0.33
"ABRE CAMPO - MG",1162362.99,1148861.26,-13501.73,-1.16
"ARCOS - MG",2772647.91,2752642.48,-20005.43,-0.72
"PORTO VELHO - RO",52959451.17,27944687.20,-25014763.97,-47.23
"SAO JOSE DO NORTE - RS",1828923.73,1790331.73,-38592.00,-2.11
"MAXIMILIANO DE ALMEIDA - RS",577079.88,564371.88,-12708.00,-2.20
"SAO GABRIEL - BA",1670120.21,1661210.21,-8910.00,-0.53
"FIRMINO ALVES - BA",730807.23,728457.23,-2350.00,-0.32
"ITAPERUNA - RJ",10469076.74,10469076.74,0.00,0.00
"PEDRO AVELINO - RN",868831.97,844567.97,-24264.00,-2.79
"FLORIANOPOLIS - SC",71576928.10,20529249.74,-51047678.36,-71.32
"MAIRI - BA",1869641.43,1869641.43,0.00,0.00
"TRES PASSOS - RS",1817433.71,1660865.02,-156568.69,-8.61
"TRES CORACOES - MG",3414950.47,3353328.26,-61622.21,-1.80
"BOM JESUS - RN",972689.54,959981.54,-12708.00,-1.31
"SAO BENTO DO SUL - SC",4146466.33,4145638.33,-828.00,-0.02
"NEOPOLIS - SE",2058311.08,2056655.08,-1656.00,-0.08
"TIMBE DO SUL - SC",528124.25,526477.25,-1647.00,-0.31
"PIMENTEIRAS - PI",1051798.09,1046398.09,-5400.00,-0.51
"PONTA GROSSA - PR",10970188.38,9992240.17,-977948.21,-8.91
"CARMOPOLIS - SE",2560596.39,2559768.39,-828.00,-0.03
"LIMOEIRO - PE",4008649.72,3974290.86,-34358.86,-0.86
"IMBITUBA - SC",2341243.38,2335153.38,-6090.00,-0.26
"TAQUARITINGA DO NORTE - PE",2069037.51,2062897.51,-6140.00,-0.30
"SEBERI - RS",925868.93,901721.93,-24147.00,-2.61
"SITIO NOVO DO TOCANTINS - TO",1133950.29,1128154.29,-5796.00,-0.51
"SAO BERNARDO DO CAMPO - SP",33175105.66,33175105.66,-0.00,-0.00
"AQUIDABA - SE",1806934.09,1784623.09,-22311.00,-1.23
"ANGICOS - RN",1140069.59,1122969.59,-17100.00,-1.50
"ITAQUIRAI - MS",1674821.42,1668646.61,-6174.81,-0.37
"SAO DOMINGOS - SC",683247.16,670539.16,-12708.00,-1.86
"LAGUNA - SC",2867633.30,2854925.30,-12708.00,-0.44
"TUPANCIRETA - RS",1514829.81,1494607.11,-20222.70,-1.33
"SANTANA DO LIVRAMENTO - RS",4630003.72,4608673.72,-21330.00,-0.46
"ARACAJU - SE",65551106.86,43617022.89,-21934083.97,-33.46
"CURACA - BA",2534857.69,2530197.69,-4660.00,-0.18
"MONTE ALEGRE DE SERGIPE - SE",1474410.87,1438590.87,-35820.00,-2.43
"SANTO AMARO - BA",4447296.83,4431391.04,-15905.79,-0.36
"CAPITAO GERVASIO OLIVEIRA - PI",624681.68,624681.68,0.00,0.00
"CAMPO BELO - MG",3788557.98,3788557.98,0.00,0.00
"CONDEUBA - BA",1755862.74,1704316.51,-51546.23,-2.94
"ARARIPINA - PE",5574285.15,5554365.15,-19920.00,-0.36
"ANDRADINA - SP",2772472.18,2693668.48,-78803.70,-2.84
"LAGOA DO MATO - MA",1212473.37,1207483.37,-4990.00,-0.41
"MARILENA - PR",741967.55,741967.55,-0.00,-0.00
"CANDELARIA - RS",2139861.22,2129925.22,-9936.00,-0.46
"PONTE ALTA DO TOCANTINS - TO",757912.01,739282.01,-18630.00,-2.46
"PIRATINI - RS",1298484.97,1285776.97,-12708.00,-0.98
"NONOAI - RS",853095.80,846468.96,-6626.84,-0.78
"ARAGUATINS - TO",2739093.15,2710437.15,-28656.00,-1.05
"CANDIDO GODOI - RS",636960.16,633724.44,-3235.72,-0.51
"GRAVATA - PE",4885319.06,4873159.06,-12160.00,-0.25
"BARRA DO CORDA - MA",5490436.45,5484156.45,-6280.00,-0.11
"MURIAE - MG",4778194.29,4641047.88,-137146.41,-2.87
"CEU AZUL - PR",955533.67,955533.67,-0.00,-0.00
"SANTO ANGELO - RS",3268084.32,3089748.53,-178335.79,-5.46
"CONCEICAO DO COITE - BA",3726863.92,3646112.02,-80751.90,-2.17
"FRANCA - SP",8702724.64,7663939.75,-1038784.89,-11.94
"JEQUIE - BA",10226626.26,9887049.81,-339576.45,-3.32
"ITAPIRATINS - TO",619053.80,619053.80,0.00,0.00
"ESPERA FELIZ - MG",1749060.57,1736932.06,-12128.51,-0.69
"MATO QUEIMADO - RS",552540.87,553752.87,1212.00,0.22
"COLATINA - ES",8948014.36,8905998.36,-42016.00,-0.47
"ILHA DE ITAMARACA - PE",2020977.37,2020977.37,0.00,0.00
"REBOUCAS - PR",1187070.11,1176787.26,-10282.85,-0.87
"VIDEIRA - SC",2695104.55,2679255.55,-15849.00,-0.59
"ACEGUA - RS",722048.17,717040.35,-5007.82,-0.69
"SANDOLANDIA - TO",596211.04,588075.04,-8136.00,-1.36
"CATANDUVAS - SC",817320.91,810246.91,-7074.00,-0.87
"BUENO BRANDAO - MG",843248.95,835395.99,-7852.96,-0.93
"SANTO ANTONIO DE JESUS - BA",5495231.12,5453723.99,-41507.13,-0.76
"OLHO D'AGUA - PB",814643.89,814643.89,0.00,0.00
"SETE DE SETEMBRO - RS",542200.36,527980.36,-14220.00,-2.62
"VISCONDE DO RIO BRANCO - MG",2314734.44,2250863.88,-63870.56,-2.76
"VALENCA - BA",5246692.95,4854712.74,-391980.21,-7.47
"UBATA - BA",1837520.62,1833400.62,-4120.00,-0.22
"NOVA FLORESTA - PB",1017562.65,1017562.65,-0.00,-0.00
"EXU - PE",2713075.36,2698615.36,-14460.00,-0.53
"CAPIVARI DE BAIXO - SC",1613870.97,1612214.97,-1656.00,-0.10
"TORRES - RS",2048205.02,2014749.58,-33455.44,-1.63
"PASSO DO SOBRADO - RS",644375.59,630047.59,-14328.00,-2.22
"CURITIBA - PR",170875886.24,89391957.28,-81483928.96,-47.69
"CARNAIBA - PE",1844629.46,1837419.46,-7210.00,-0.39
"GUACUI - ES",2246843.97,2196340.37,-50503.60,-2.25
"AGUA DOCE DO MARANHAO - MA",1072702.04,1066942.04,-5760.00,-0.54
"FORTALEZA DOS NOGUEIRAS - MA",1078295.26,1075345.26,-2950.00,-0.27
"ARACATUBA - SP",8250582.85,7763898.49,-486684.36,-5.90
"ENTRE RIOS - BA",3530156.73,3517966.73,-12190.00,-0.35
"MARAIAL - PE",1119645.21,1114395.21,-5250.00,-0.47
"BARBALHA - CE",8515022.93,8515022.93,-0.00,-0.00
"CAICO - RN",4546592.43,4543001.43,-3591.00,-0.08
"DIVINOLANDIA - SP",972347.06,833775.11,-138571.95,-14.25
"CORREIA PINTO - SC",1040800.95,1039144.95,-1656.00,-0.16
"GOIANORTE - TO",658959.40,646332.40,-12627.00,-1.92
"SANTA BARBARA D'OESTE - SP",7082880.98,7049880.98,-33000.00,-0.47
"IRANI - SC",856067.93,851939.93,-4128.00,-0.48
"CARANGOLA - MG",2235261.65,1986317.51,-248944.14,-11.14
"ALMINO AFONSO - RN",1070873.29,1069247.29,-1626.00,-0.15
"MIMOSO DO SUL - ES",2038805.86,2038805.86,-0.00,-0.00
"CACHOEIRINHA - RS",4425426.69,4349159.24,-76267.45,-1.72
"SALOA - PE",1599259.16,1592929.16,-6330.00,-0.40
"RIBEIRAO DO SUL - SP",703455.30,703455.30,-0.00,-0.00
"NOVA GRANADA - SP",1277279.63,1253271.63,-24008.00,-1.88
"ARAPONGAS - PR",5186548.91,5124036.63,-62512.28,-1.21
"MEDINA - MG",1484790.02,1475203.01,-9587.01,-0.65
"JOINVILLE - SC",18882498.85,18875202.85,-7296.00,-0.04
"NOVA VENEZA - SC",1067666.39,1054958.39,-12708.00,-1.19
"TERESINA - PI",111378290.46,81117812.80,-30260477.66,-27.17
"OLIVEIRA - MG",2480856.88,2453175.95,-27680.93,-1.12
"CAMPO GRANDE - MS",61911832.95,50661884.05,-11249948.90,-18.17
"MIRACEMA DO TOCANTINS - TO",1688133.78,1683993.78,-4140.00,-0.25
"GRAJAU - MA",4775765.49,4765025.49,-10740.00,-0.22
"CACADOR - SC",3329182.55,3196304.85,-132877.70,-3.99
"ELESBAO VELOSO - PI",1255120.61,1249270.61,-5850.00,-0.47
"NOVA ITABERABA - SC",557999.64,557171.64,-828.00,-0.15
"DOIS IRMAOS DAS MISSOES - RS",575065.84,558064.84,-17001.00,-2.96
"CAIBATE - RS",601869.79,600657.79,-1212.00,-0.20
"SAO CRISTOVAO - SE",4390894.12,4363448.28,-27445.84,-0.63
"CAMANDUCAIA - MG",1452236.50,1446320.34,-5916.16,-0.41
"BELO JARDIM - PE",4866661.29,4855501.29,-11160.00,-0.23
"JATOBA - PE",1465124.78,1460904.78,-4220.00,-0.29
"TOLEDO - PR",5619361.74,5366035.06,-253326.68,-4.51
"MIRANORTE - TO",1192721.05,1180013.05,-12708.00,-1.07
"OSASCO - SP",12636689.97,12487689.97,-149000.00,-1.18
"MUNDO NOVO - MS",2243762.89,2231684.81,-12078.08,-0.54
"FORMOSA DO RIO PRETO - BA",2216730.51,2211510.51,-5220.00,-0.24
"ERECHIM - RS",3842459.00,3828131.00,-14328.00,-0.37
"MIRAGUAI - RS",601502.48,588794.48,-12708.00,-2.11
"TAUBATE - SP",8681335.09,8628715.90,-52619.19,-0.61
"CICERO DANTAS - BA",2389522.03,2381242.03,-8280.00,-0.35
"PETROLANDIA - PE",2688971.52,2681021.52,-7950.00,-0.30
"SOBRADINHO - RS",1070804.11,1057735.06,-13069.05,-1.22
"JANDAIA DO SUL - PR",1467536.44,1467536.44,0.00,0.00
"PERI MIRIM - MA",1164390.14,1158920.14,-5470.00,-0.47
"CARDEAL DA SILVA - BA",941517.14,935917.14,-5600.00,-0.59
"CAMPO DO BRITO - SE",1826466.47,1816530.47,-9936.00,-0.54
"MACAPA - AP",45529356.54,30581672.32,-14947684.22,-32.83
"PALMARES - PE",4698966.43,4563820.94,-135145.49,-2.88
"TREZE TILIAS - SC",621688.69,619204.69,-2484.00,-0.40
"UNIAO DO OESTE - SC",527259.81,527259.81,0.00,0.00
"MACAPARANA - PE",2076343.86,2070983.86,-5360.00,-0.26
"NOVO ALEGRE - TO",507336.63,493008.63,-14328.00,-2.82
"VALENTE - BA",2041855.98,2035535.98,-6320.00,-0.31
"BREJO SANTO - CE",4619647.94,4619647.94,-0.00,-0.00
"MONTANHAS - RN",1294173.38,1275543.38,-18630.00,-1.44
"CACHOEIRINHA - PE",1678486.53,1662356.53,-16130.00,-0.96
"SAO MATEUS DO SUL - PR",2586262.92,2577772.84,-8490.08,-0.33
"IBIRUBA - RS",1327138.41,1312810.41,-14328.00,-1.08
"PAULO LOPES - SC",630746.10,629090.10,-1656.00,-0.26
"ARVOREZINHA - RS",840600.02,828821.83,-11778.19,-1.40
"BREJINHO - RN",1314728.99,1296098.99,-18630.00,-1.42
"CARMOPOLIS DE MINAS - MG",1354158.58,1347187.88,-6970.70,-0.51
"ICARA - SC",2841848.16,2834396.16,-7452.00,-0.26
"NAZARE DA MATA - PE",2187574.88,2183144.88,-4430.00,-0.20
"ALAGOINHAS - BA",10363237.46,10363237.46,-0.00,-0.00
"CORRENTES - PE",1799331.71,1791761.71,-7570.00,-0.42
"RIO DOS BOIS - TO",522879.17,520437.17,-2442.00,-0.47
"JARAGUA DO SUL - SC",10132455.20,10131243.20,-1212.00,-0.01
"CAPELA - SE",3104131.02,3100819.02,-3312.00,-0.11
"RODEIO BONITO - RS",669400.86,638062.86,-31338.00,-4.68
"CEDRO DE SAO JOAO - SE",734194.67,732982.67,-1212.00,-0.17
"IRINEOPOLIS - SC",886534.28,884878.28,-1656.00,-0.19
"ESTANCIA - SE",6054864.42,6009162.42,-45702.00,-0.75
"CHAPADAO DO LAGEADO - SC",517671.69,516039.69,-1632.00,-0.32
"SAO JOAQUIM - SC",1484271.34,1481787.34,-2484.00,-0.17
"JAU - SP",10652591.49,8452378.78,-2200212.71,-20.65
"MIGUEL CALMON - BA",2216895.66,2020013.43,-196882.23,-8.88
"AGUAS BELAS - PE",3074698.49,3054038.49,-20660.00,-0.67
"POCAO DE PEDRAS - MA",1876237.17,1870697.17,-5540.00,-0.30
"MANTENA - MG",3700720.72,3679401.17,-21319.55,-0.58
"SAO FRANCISCO DO SUL - SC",3947931.47,3937044.47,-10887.00,-0.28
"CUNHATAI - SC",505068.63,504240.63,-828.00,-0.16
"MIRAI - MG",1174208.76,1168307.53,-5901.23,-0.50
"BARREIROS - PE",3864134.14,3859924.14,-4210.00,-0.11
"CAPAO DA CANOA - RS",2695703.76,2622199.46,-73504.30,-2.73
"PRESIDENTE OLEGARIO - MG",1449397.26,1449397.26,0.00,0.00
"SANTA CECILIA - SC",1113601.95,1109461.95,-4140.00,-0.37
"RECIFE - PE",187604780.77,110726790.13,-76877990.64,-40.98
"SAO JOSE DA COROA GRANDE - PE",1805130.32,1800390.32,-4740.00,-0.26
"SERRA DOS AIMORES - MG",698274.03,698274.03,-0.00,-0.00
"RIO BRANCO - AC",47695952.23,24898874.38,-22797077.85,-47.80
"INAJA - PE",1677309.48,1672299.48,-5010.00,-0.30
"JABOTICABA - RS",607464.93,598565.15,-8899.78,-1.47
"SAO SEBASTIAO DO PASSE - BA",4235840.81,4235840.81,0.00,0.00
"FOZ DO IGUACU - PR",23911587.42,23359512.88,-552074.54,-2.31
"POCO VERDE - SE",1965901.34,1957765.34,-8136.00,-0.41
"AREADO - MG",1137919.55,1135183.44,-2736.11,-0.24
"CHAPECO - SC",13559132.23,13541789.23,-17343.00,-0.13
"CAMBARA - PR",1643588.09,1638498.63,-5089.46,-0.31
"VITORIA - ES",75759797.95,23685726.42,-52074071.53,-68.74
"SAO PAULO - SP",512459566.54,188840507.23,-323619059.31,-63.15
"CAXIAS - MA",14364701.54,14352361.54,-12340.00,-0.09
"NOVA ROSALANDIA - TO",588087.17,575379.17,-12708.00,-2.16
"BARRA - BA",3847039.27,3794143.75,-52895.52,-1.37
"WENCESLAU BRAZ - PR",1442386.99,1431592.45,-10794.54,-0.75
"TOCANTINIA - TO",718910.34,711656.34,-7254.00,-1.01
"SAO TOME - RN",1202606.50,1166822.50,-35784.00,-2.98
"TUBARAO - SC",4274254.45,4255318.45,-18936.00,-0.44
"FREDERICO WESTPHALEN - RS",1759643.08,1694131.08,-65512.00,-3.72
"NAZARE - TO",665883.41,649134.41,-16749.00,-2.52
"CAMARAGIBE - PE",10033328.13,10023608.13,-9720.00,-0.10
"PILOES - RN",669870.34,651240.34,-18630.00,-2.78
"BOM JARDIM DA SERRA - SC",547410.61,544956.61,-2454.00,-0.45
"IRATI - SC",518028.88,516402.88,-1626.00,-0.31
"ITABAIANA - SE",6021315.96,6010965.96,-10350.00,-0.17
"VENANCIO AIRES - RS",3815754.12,3774723.12,-41031.00,-1.08
"ITABAIANINHA - SE",3729350.32,3728522.32,-828.00,-0.02
"BLUMENAU - SC",17888969.83,17882390.83,-6579.00,-0.04
"CACHOEIRA DO SUL - RS",4911925.69,4885312.69,-26613.00,-0.54
"OURO FINO - MG",1765076.05,1718628.85,-46447.20,-2.63
"ALEM PARAIBA - MG",1951974.52,1906492.04,-45482.48,-2.33
"GUARAPUAVA - PR",8100106.68,7931164.31,-168942.37,-2.09
"IRATI - PR",2876995.45,2740000.13,-136995.32,-4.76
"ITUPORANGA - SC",1491996.53,1491168.53,-828.00,-0.06
"IBIPEBA - BA",1653427.54,1640524.49,-12903.05,-0.78
"GUADALUPE - PI",1008401.91,1008401.91,-0.00,-0.00
"LAJEADO NOVO - MA",761907.30,761907.30,0.00,0.00
"BATAGUASSU - MS",1589064.50,1589064.50,-0.00,-0.00
"OLINDA - PE",14510585.94,14508165.94,-2420.00,-0.02
"PINHALZINHO - SC",1311328.64,1308874.64,-2454.00,-0.19
"LACERDOPOLIS - SC",509523.62,508695.62,-828.00,-0.16
"SAO JOSE DOS CAMPOS - SP",21478879.65,20856648.40,-622231.25,-2.90
"LUCRECIA - RN",720973.83,717723.83,-3250.00,-0.45
"SAO JOAO DO PARAISO - MG",1526300.26,1507821.13,-18479.13,-1.21
"CLAUDIO - MG",1785505.88,1776912.87,-8593.01,-0.48
"GARRUCHOS - RS",577933.90,566467.90,-11466.00,-1.98
"JEREMOABO - BA",3540245.52,3533535.52,-6710.00,-0.19
"PEDRO OSORIO - RS",631730.39,628443.29,-3287.10,-0.52
"RIO DO SUL - SC",6710736.69,6708252.69,-2484.00,-0.04
"JI-PARANA - RO",5475575.02,5466512.02,-9063.00,-0.17
"JOAQUIM NABUCO - PE",1523682.57,1523682.57,0.00,0.00
"ALENQUER - PA",3400307.36,3400307.36,-0.00,-0.00
"SERRITA - PE",1957019.33,1950349.33,-6670.00,-0.34
"SEARA - SC",1362092.53,1358213.53,-3879.00,-0.28
