"Mun","entrada/marco/201408.zip","entrada/abril/201408.zip","Diff","Percent"
"AMARAL FERRADOR - RS",572741.90,571147.90,-1594.00,-0.28
"JURAMENTO - MG",812389.22,810309.22,-2080.00,-0.26
"BETANIA - PE",1338855.76,1337171.76,-1684.00,-0.13
"IBIMIRIM - PE",2357679.15,2329586.19,-28092.96,-1.19
"APARECIDA DO RIO NEGRO - TO",586116.98,585476.85,-640.13,-0.11
"MARECHAL CANDIDO RONDON - PR",3260475.79,3245401.79,-15074.00,-0.46
"PAUDALHO - PE",4185819.88,4180419.34,-5400.54,-0.13
"LAGOA NOVA - RN",1617573.30,1588179.98,-29393.32,-1.82
"BELA VISTA DE GOIAS - GO",1778325.57,1766404.77,-11920.80,-0.67
"AMPARO - SP",4311392.79,4149267.79,-162125.00,-3.76
"BAEPENDI - MG",1638608.21,1616991.21,-21617.00,-1.32
"MONSENHOR GIL - PI",1479241.39,1477992.39,-1249.00,-0.08
"BODOQUENA - MS",697407.53,695291.53,-2116.00,-0.30
"SEVERIANO MELO - RN",722244.91,719632.91,-2612.00,-0.36
"CUIABA - MT",89440315.82,36412755.39,-53027560.43,-59.29
"CRUZEIRO DA FORTALEZA - MG",557240.97,556015.97,-1225.00,-0.22
"MESQUITA - RJ",6958801.67,6930901.67,-27900.00,-0.40
"ABADIA DE GOIAS - GO",1198972.69,1171732.51,-27240.18,-2.27
"SAO JOSE DO OURO - RS",524106.98,506081.85,-18025.13,-3.44
"IBIUNA - SP",3937031.57,3911731.57,-25300.00,-0.64
"SILVANIA - GO",2422063.24,2409061.14,-13002.10,-0.54
"SAO JOAQUIM DA BARRA - SP",1997367.86,1979517.86,-17850.00,-0.89
"MALACACHETA - MG",1621383.86,1544661.86,-76722.00,-4.73
"GURUPI - TO",4410474.34,4325351.04,-85123.30,-1.93
"PARISI - SP",489564.17,471398.17,-18166.00,-3.71
"ITAJAI - SC",20842674.91,20823212.91,-19462.00,-0.09
"CORONEL FABRICIANO - MG",4199883.59,4159873.88,-40009.71,-0.95
"DIORAMA - GO",490422.55,476746.14,-13676.41,-2.79
"LINS - SP",3616661.52,3613807.52,-2854.00,-0.08
"IPIXUNA - AM",1435451.74,1394821.74,-40630.00,-2.83
"PORTO LUCENA - RS",579840.12,577929.29,-1910.83,-0.33
"FORTALEZA - CE",294820956.84,163411824.72,-131409132.12,-44.57
"TAPIRATIBA - SP",829305.79,806155.79,-23150.00,-2.79
"LAGOA DE PEDRAS - RN",1083961.59,1082400.59,-1561.00,-0.14
"GUAXUPE - MG",2296443.42,2292413.42,-4030.00,-0.18
"GUARAPARI - ES",5564406.72,5547252.26,-17154.46,-0.31
"BARRAS - PI",4049762.40,4048183.40,-1579.00,-0.04
"BRASILIA - DF",746477827.86,673895230.82,-72582597.04,-9.72
"CONDOR - RS",588673.08,583500.07,-5173.01,-0.88
"BRASILEIRA - PI",993152.51,991732.51,-1420.00,-0.14
"IBIRACU - ES",1493200.98,1469200.98,-24000.00,-1.61
"SAO GABRIEL - RS",3070554.88,3019779.27,-50775.61,-1.65
"BARRA BONITA - SP",1706827.87,1690227.87,-16600.00,-0.97
"CASSIA DOS COQUEIROS - SP",533591.18,532408.18,-1183.00,-0.22
"BARRA BONITA - SC",447765.78,427765.78,-20000.00,-4.47
"MARILIA - SP",13300561.08,12953212.67,-347348.41,-2.61
"SARANDI - RS",1371016.65,1323506.21,-47510.44,-3.47
"SANTA CRUZ DO SUL - RS",9614900.92,9493033.03,-121867.89,-1.27
"CASSILANDIA - MS",1673534.53,1671871.53,-1663.00,-0.10
"CAEM - BA",1327123.13,1326772.92,-350.21,-0.03
"SANTO ANTONIO DO CAIUA - PR",529895.31,528217.31,-1678.00,-0.32
"CACULE - BA",2173646.78,2172560.86,-1085.92,-0.05
"DIVINO DE SAO LOURENCO - ES",757899.54,742349.54,-15550.00,-2.05
"NOVAIS - SP",521061.44,519770.44,-1291.00,-0.25
"MESQUITA - MG",578546.85,568146.85,-10400.00,-1.80
"ELDORADO DOS CARAJAS - PA",3188044.50,3184934.50,-3110.00,-0.10
"SAO SEBASTIAO DO CAI - RS",1477911.00,1467363.92,-10547.08,-0.71
"BELA VISTA DO MARANHAO - MA",1414414.11,1413006.11,-1408.00,-0.10
"ANTONIO OLINTO - PR",907472.46,884424.52,-23047.94,-2.54
"BARAO DE ANTONINA - SP",538904.49,513354.49,-25550.00,-4.74
"SAO LUIZ - RR",510554.00,485649.02,-24904.98,-4.88
"DOM ELISEU - PA",5005735.96,5004531.96,-1204.00,-0.02
"BURITAMA - SP",1581583.23,1557533.23,-24050.00,-1.52
"BIRITIBA-MIRIM - SP",1686945.48,1664545.48,-22400.00,-1.33
"IPORA - PR",1144110.40,1140791.40,-3319.00,-0.29
"PARAISOPOLIS - MG",1123758.58,1119769.69,-3988.89,-0.35
"BAIXIO - CE",848459.17,847231.17,-1228.00,-0.14
"BODOCO - PE",2819811.91,2797761.47,-22050.44,-0.78
"FLORINIA - SP",557059.25,531259.25,-25800.00,-4.63
"UBA - MG",4207062.71,3913050.95,-294011.76,-6.99
"POSSE - GO",2867198.61,2860405.61,-6793.00,-0.24
"CASA BRANCA - SP",1484733.63,1466583.63,-18150.00,-1.22
"SANTO ANTONIO DO AMPARO - MG",1787660.07,1772860.07,-14800.00,-0.83
"CENTENARIO DO SUL - PR",1128712.55,1125393.55,-3319.00,-0.29
"TRES PALMEIRAS - RS",566176.90,541574.29,-24602.61,-4.35
"TIMOTEO - MG",3411520.31,3333447.13,-78073.18,-2.29
"CENTRAL DO MARANHAO - MA",1002036.61,1000451.61,-1585.00,-0.16
"TRES CACHOEIRAS - RS",1022578.60,1020827.64,-1750.96,-0.17
"SANTO ANTONIO - RN",2157395.63,2058215.08,-99180.55,-4.60
"RUY BARBOSA - RN",920091.72,918932.72,-1159.00,-0.13
"SAO JOAO DEL REI - MG",5697283.21,5607700.21,-89583.00,-1.57
"CIDADE GAUCHA - PR",872552.82,868738.82,-3814.00,-0.44
"MARACAI - SP",1104863.46,1071563.46,-33300.00,-3.01
"ANANAS - TO",904918.49,888466.08,-16452.41,-1.82
"MIRASSOL D'OESTE - MT",2044533.11,1989327.11,-55206.00,-2.70
"PERIQUITO - MG",771801.01,773206.01,1405.00,0.18
"TUPIRATINS - TO",894315.82,892706.82,-1609.00,-0.18
"CAMPESTRE DE GOIAS - GO",515566.19,499955.36,-15610.83,-3.03
"PLANALTO - BA",2319781.77,2317899.77,-1882.00,-0.08
"TRES FRONTEIRAS - SP",613465.33,611247.33,-2218.00,-0.36
"SERRA CAIADA (EX-PRESIDENTE JUSCELINO) - RN",1089192.61,1059905.61,-29287.00,-2.69
"VICOSA DO CEARA - CE",5302226.37,5301684.12,-542.25,-0.01
"JUSSIAPE - BA",936907.28,935259.86,-1647.42,-0.18
"TUPA - SP",2787513.32,2684117.86,-103395.46,-3.71
"MACAIBA - RN",35195489.28,35136732.28,-58757.00,-0.17
"IVOTI - RS",1368186.78,1359733.26,-8453.52,-0.62
"TAPEJARA - RS",1270309.69,1268379.69,-1930.00,-0.15
"NOVO ORIENTE DE MINAS - MG",841658.58,839998.58,-1660.00,-0.20
"SARANDI - PR",5355287.44,5321137.77,-34149.67,-0.64
"PEDRANOPOLIS - SP",495623.92,473373.92,-22250.00,-4.49
"FAINA - GO",609075.30,607658.30,-1417.00,-0.23
"DARCINOPOLIS - TO",914909.41,914307.32,-602.09,-0.07
"PIRES DO RIO - GO",1791806.30,1771706.24,-20100.06,-1.12
"MARAA - AM",2047940.00,2039090.00,-8850.00,-0.43
"CALDEIRAO GRANDE DO PIAUI - PI",751229.77,749794.77,-1435.00,-0.19
"TRIUNFO POTIGUAR - RN",684584.01,683227.01,-1357.00,-0.20
"FILADELFIA - TO",1129299.42,1128053.42,-1246.00,-0.11
"INHAPIM - MG",3627495.22,3597360.36,-30134.86,-0.83
"GUIRATINGA - MT",948335.27,946033.11,-2302.16,-0.24
"ARIQUEMES - RO",6333942.15,6273108.39,-60833.76,-0.96
"PORTO ALEGRE DO TOCANTINS - TO",522965.38,488281.38,-34684.00,-6.63
"MEDICILANDIA - PA",2425607.90,2423950.90,-1657.00,-0.07
"SAO GABRIEL DA CACHOEIRA - AM",3903436.41,3892479.13,-10957.28,-0.28
"ITUPEVA - SP",2890966.14,2872516.14,-18450.00,-0.64
"GUAPIARA - SP",1510459.36,1461409.36,-49050.00,-3.25
"BRAGANCA PAULISTA - SP",7042738.57,6809408.57,-233330.00,-3.31
"CAMACHO - MG",520424.32,518608.32,-1816.00,-0.35
"SAO MIGUEL DO IGUACU - PR",3319386.76,3305336.76,-14050.00,-0.42
"CAMPOS DOS GOYTACAZES - RJ",227444755.69,226925469.69,-519286.00,-0.23
"CERES - GO",2898987.18,2862669.61,-36317.57,-1.25
"CARAPICUIBA - SP",8093928.41,8042871.41,-51057.00,-0.63
"IGACI - AL",3135653.22,3134071.22,-1582.00,-0.05
"GUARUJA - SP",15181961.62,14952474.27,-229487.35,-1.51
"SAO JOSE DE MIPIBU - RN",5899010.21,5866546.38,-32463.83,-0.55
"SANTAREM - PA",21174010.09,21029770.77,-144239.32,-0.68
"BAMBUI - MG",1321955.82,1283225.77,-38730.05,-2.93
"ITATUBA - PB",1282213.07,1256413.07,-25800.00,-2.01
"PASSO FUNDO - RS",7190457.79,6716896.63,-473561.16,-6.59
"AMERICANA - SP",8295941.35,8265891.35,-30050.00,-0.36
"BARAO DE GRAJAU - MA",1939814.59,1938478.59,-1336.00,-0.07
"PRESIDENTE DUTRA - MA",3630721.98,3630135.42,-586.56,-0.02
"BELAGUA - MA",1204923.45,1204564.90,-358.55,-0.03
"TRES BARRAS - SC",2430394.51,2392694.51,-37700.00,-1.55
"SAO JOAO DA SERRA - PI",665849.34,662855.56,-2993.78,-0.45
"PRESIDENTE FIGUEIREDO - AM",3820793.56,3781893.56,-38900.00,-1.02
"ITUMBIARA - GO",8516990.55,8463876.14,-53114.41,-0.62
"GARCA - SP",2849427.13,2833295.42,-16131.71,-0.57
"CORONEL JOSE DIAS - PI",699158.32,698005.32,-1153.00,-0.16
"SAO PEDRO DO SUL - RS",1350231.28,1330093.28,-20138.00,-1.49
"PAU DOS FERROS - RN",3957052.43,3944402.43,-12650.00,-0.32
"JOAO PESSOA - PB",131506014.99,69904792.08,-61601222.91,-46.84
"MIRIM DOCE - SC",593774.67,571124.67,-22650.00,-3.81
"FRAIBURGO - SC",2318793.12,2311901.12,-6892.00,-0.30
"CRISTALINA - GO",4170398.67,4168207.84,-2190.83,-0.05
"PONTE ALTA DO NORTE - SC",446474.75,444532.75,-1942.00,-0.43
"VACARIA - RS",4115590.69,4025824.69,-89766.00,-2.18
"SANTO CRISTO - RS",1058098.17,1051211.47,-6886.70,-0.65
"IGUATU - PR",788557.70,770175.70,-18382.00,-2.33
"FERNANDOPOLIS - SP",3499890.31,3261256.15,-238634.16,-6.82
"PLANALTO - PR",1164599.54,1127449.54,-37150.00,-3.19
"TRIUNFO - RS",1752010.86,1711222.86,-40788.00,-2.33
"JOCA MARQUES - PI",929923.05,928830.05,-1093.00,-0.12
"BREJO DO CRUZ - PB",1319844.83,1318316.83,-1528.00,-0.12
"LAGOA DO TOCANTINS - TO",519941.70,519248.13,-693.57,-0.13
"VARZEA DA PALMA - MG",2755398.76,2737548.76,-17850.00,-0.65
"ARRAIAS - TO",899262.11,853707.25,-45554.86,-5.07
"IPORA - GO",2024079.73,1989830.87,-34248.86,-1.69
"SANTA TEREZINHA DE GOIAS - GO",671587.12,668807.12,-2780.00,-0.41
"MIRANTE - BA",1358687.11,1358300.50,-386.61,-0.03
"CAMBUI - MG",1446199.99,1438603.63,-7596.36,-0.53
"CARDOSO - SP",1018835.62,989807.62,-29028.00,-2.85
"JAQUEIRA - PE",1472300.10,1450661.10,-21639.00,-1.47
"QUIXADA - CE",8021746.72,8019573.72,-2173.00,-0.03
"FORMIGA - MG",3434160.18,3267613.68,-166546.50,-4.85
"RONDINHA - RS",526345.38,505508.05,-20837.33,-3.96
"CAMPO GRANDE (EX-AUGUSTO SEVERO) - RN",922453.75,920663.51,-1790.24,-0.19
"CARPINA - PE",5549603.05,5437115.89,-112487.16,-2.03
"AGUAS LINDAS DE GOIAS - GO",7251043.75,7225774.79,-25268.96,-0.35
"AIURUOCA - MG",771691.57,753352.30,-18339.27,-2.38
"ARINOS - MG",1709011.69,1694211.69,-14800.00,-0.87
"MACHADO - MG",2120720.86,2085717.86,-35003.00,-1.65
"NOVA PALMA - RS",1288448.77,1269251.77,-19197.00,-1.49
"CRUZ ALTA - RS",5082516.53,4683246.61,-399269.92,-7.86
"SALINOPOLIS - PA",2941060.22,2903669.76,-37390.46,-1.27
"ENTRE RIOS DE MINAS - MG",958871.09,936721.09,-22150.00,-2.31
"LUCELIA - SP",1470616.89,1435616.89,-35000.00,-2.38
"AREIA BRANCA - RN",3275215.79,3269439.79,-5776.00,-0.18
"TIGRINHOS - SC",442666.41,441225.41,-1441.00,-0.33
"REGINOPOLIS - SP",528327.88,510077.88,-18250.00,-3.45
"CORONEL VIVIDA - PR",2268654.56,2254504.56,-14150.00,-0.62
"PALMITOS - SC",1568906.25,1471700.25,-97206.00,-6.20
"DORES DO RIO PRETO - ES",747904.40,729204.40,-18700.00,-2.50
"CAMPO ALEGRE DE LOURDES - BA",2824647.94,2775265.94,-49382.00,-1.75
"ROLANTE - RS",1478246.59,1475590.59,-2656.00,-0.18
"CARIACICA - ES",9979991.00,9793569.22,-186421.78,-1.87
"OURINHOS - SP",6929877.52,6855977.52,-73900.00,-1.07
"QUIRINOPOLIS - GO",3570442.71,3568445.01,-1997.70,-0.06
"NOVA VENECIA - ES",3353456.29,3353025.96,-430.33,-0.01
"OLIMPIA - SP",3351492.13,3226920.13,-124572.00,-3.72
"SANTIAGO - RS",2400443.61,2206169.59,-194274.02,-8.09
"SAO CAITANO - PE",2476545.82,2474246.82,-2299.00,-0.09
"VOLTA GRANDE - MG",573079.49,558079.49,-15000.00,-2.62
"ITAGUATINS - TO",672327.17,671710.58,-616.59,-0.09
"ALECRIM - RS",568632.74,564632.74,-4000.00,-0.70
"SAO GONCALO DO AMARANTE - RN",14789998.96,14685354.33,-104644.63,-0.71
"MACAU - RN",5451908.57,5434258.57,-17650.00,-0.32
"TAQUARAL - SP",481476.48,479816.48,-1660.00,-0.34
"ALVARAES - AM",1540181.21,1479928.79,-60252.42,-3.91
"SAO LUIS - MA",118885483.28,72484326.93,-46401156.35,-39.03
"CARAZINHO - RS",4064520.27,3814832.56,-249687.71,-6.14
"PARATI - RJ",12542284.67,12531884.67,-10400.00,-0.08
"CORREGO DO BOM JESUS - MG",510714.45,496614.45,-14100.00,-2.76
"ALTAMIRA - PA",6909673.69,6905198.69,-4475.00,-0.06
"MARUIM - SE",1729685.99,1709085.99,-20600.00,-1.19
"ITAMONTE - MG",1102731.28,1090031.28,-12700.00,-1.15
"ESPIGAO D'OESTE - RO",2284851.94,2257140.94,-27711.00,-1.21
"FELIPE GUERRA - RN",1588519.16,1575561.70,-12957.46,-0.82
"MARTINHO CAMPOS - MG",900307.75,883548.75,-16759.00,-1.86
"CAMPO MAGRO - PR",2133885.98,2107057.98,-26828.00,-1.26
"CAMPO MAIOR - PI",5737562.03,5699520.26,-38041.77,-0.66
"IBIRAPITANGA - BA",2675141.30,2674832.99,-308.31,-0.01
"SAO JOAO DA BALIZA - RR",664987.21,638244.72,-26742.49,-4.02
"CHA GRANDE - PE",2494841.41,2492815.41,-2026.00,-0.08
"BITURUNA - PR",1526646.03,1520845.03,-5801.00,-0.38
"LUNARDELLI - PR",572729.72,569496.72,-3233.00,-0.56
"ESMERALDAS - MG",2872765.69,2856115.69,-16650.00,-0.58
"TUNAPOLIS - SC",623917.78,602267.78,-21650.00,-3.47
"INHACORA - RS",470483.90,469357.90,-1126.00,-0.24
"IGUATEMI - MS",1249832.97,1247572.97,-2260.00,-0.18
"SANTA BARBARA DO SUL - RS",886622.05,847722.05,-38900.00,-4.39
"PEIXE-BOI - PA",978880.21,978437.88,-442.33,-0.05
"PEDRO AFONSO - TO",939538.61,930406.15,-9132.46,-0.97
"PARAU - RN",596896.53,577718.53,-19178.00,-3.21
"SERRA DO NAVIO - AP",473313.68,471968.68,-1345.00,-0.28
"EIRUNEPE - AM",2656012.85,2554612.51,-101400.34,-3.82
"GUAJARA-MIRIM - RO",2727483.33,2691901.33,-35582.00,-1.30
"BOM DESPACHO - MG",2568601.33,2470761.32,-97840.01,-3.81
"MOGI GUACU - SP",8192038.69,8104597.80,-87440.89,-1.07
"ROSARIO OESTE - MT",1510575.87,1487925.87,-22650.00,-1.50
"RIO VERMELHO - MG",997777.00,994824.00,-2953.00,-0.30
"ARTUR NOGUEIRA - SP",2936478.15,2931798.15,-4680.00,-0.16
"AGUA PRETA - PE",2934133.65,2932152.65,-1981.00,-0.07
"SAO JOSE DO PIAUI - PI",661793.31,637243.31,-24550.00,-3.71
"IRAI - RS",662873.18,657428.52,-5444.66,-0.82
"DONA FRANCISCA - RS",529671.72,505285.72,-24386.00,-4.60
"CELSO RAMOS - SC",774270.35,773051.35,-1219.00,-0.16
"CAMPO NOVO - RS",740431.78,738884.48,-1547.30,-0.21
"EPITACIOLANDIA - AC",1205722.51,1189380.01,-16342.50,-1.36
"AURORA DO TOCANTINS - TO",480602.29,453744.76,-26857.53,-5.59
"CASTELO DO PIAUI - PI",1757135.03,1752301.74,-4833.29,-0.28
"CACHOEIRO DE ITAPEMIRIM - ES",9073258.16,8686794.82,-386463.34,-4.26
"NOVA ESPERANCA DO SUDOESTE - PR",629223.98,606809.98,-22414.00,-3.56
"LAURO DE FREITAS - BA",11123636.59,11115013.33,-8623.26,-0.08
"SAO JOSE DO EGITO - PE",3457093.22,3451141.22,-5952.00,-0.17
"FORTIM - CE",1612370.71,1610980.71,-1390.00,-0.09
"ESPIRITO SANTO DO PINHAL - SP",2469110.32,2331560.32,-137550.00,-5.57
"FRANCISCOPOLIS - MG",620726.41,618466.41,-2260.00,-0.36
"PALOTINA - PR",2221692.17,2210001.17,-11691.00,-0.53
"PINDORAMA DO TOCANTINS - TO",778109.24,724112.75,-53996.49,-6.94
"CAMARGO - RS",458680.11,457032.11,-1648.00,-0.36
"NICOLAU VERGUEIRO - RS",437893.42,419293.42,-18600.00,-4.25
"PALMITINHO - RS",630562.25,601757.25,-28805.00,-4.57
"PALMARES DO SUL - RS",965478.57,963683.57,-1795.00,-0.19
"NAO-ME-TOQUE - RS",1840115.00,1832821.87,-7293.13,-0.40
"CLEVELANDIA - PR",1312291.64,1305101.65,-7189.99,-0.55
"CAIEIRAS - SP",3566319.52,3424281.52,-142038.00,-3.98
"ALEGRETE - RS",4049001.26,3860816.72,-188184.54,-4.65
"SAO FRANCISCO - MG",2916483.25,2915054.25,-1429.00,-0.05
"DEZESSEIS DE NOVEMBRO - RS",631207.22,609607.22,-21600.00,-3.42
"PINHALAO - PR",1307211.89,1296211.89,-11000.00,-0.84
"FLORES - PE",2066867.02,2065459.02,-1408.00,-0.07
"SOROCABA - SP",21148186.73,20392978.50,-755208.23,-3.57
"TORITAMA - PE",3351460.59,3348729.59,-2731.00,-0.08
"ITAPURANGA - GO",1745083.26,1663725.23,-81358.03,-4.66
"SAO JOAO - PR",941356.07,919176.07,-22180.00,-2.36
"BRASOPOLIS - MG",1013301.88,1010057.88,-3244.00,-0.32
"SANTA ROSA DE LIMA - SE",860136.93,859813.84,-323.09,-0.04
"JOAQUIM FELICIO - MG",687546.82,686414.82,-1132.00,-0.16
"PANTANO GRANDE - RS",683875.43,681387.43,-2488.00,-0.36
"VILA BELA DA SANTISSIMA TRINDADE - MT",1366104.71,1349354.71,-16750.00,-1.23
"IVOLANDIA - GO",486502.78,484998.78,-1504.00,-0.31
"ITUMIRIM - MG",578794.22,563694.22,-15100.00,-2.61
"ORIXIMINA - PA",6717087.46,6714608.46,-2479.00,-0.04
"AMARALINA - GO",522394.54,520740.54,-1654.00,-0.32
"PORTO GRANDE - AP",1992025.08,1965175.08,-26850.00,-1.35
"PONTO DOS VOLANTES - MG",1237845.62,1215999.62,-21846.00,-1.76
"MINADOR DO NEGRAO - AL",827352.66,810252.66,-17100.00,-2.07
"NOVO GAMA - GO",4245007.49,4244948.49,-59.00,-0.00
"SANTA HELENA DE GOIAS - GO",2270551.68,2256299.55,-14252.13,-0.63
"NINA RODRIGUES - MA",1605533.36,1603828.36,-1705.00,-0.11
"ERVAL SECO - RS",745481.52,744409.52,-1072.00,-0.14
"TAUA - CE",5614358.79,5605263.79,-9095.00,-0.16
